custom_id,input_token_estimate
two_stage_trust_punishment_y2hgu__e5_b_2394,1175
two_stage_trust_punishment_y2hgu__e5_b_2444,1170
two_stage_trust_punishment_y2hgu__e5_b_2476,1117
two_stage_trust_punishment_y2hgu__e5_b_2481,1123
two_stage_trust_punishment_y2hgu__e5_b_2509,1100
two_stage_trust_punishment_y2hgu__e5_b_2519,1146
two_stage_trust_punishment_y2hgu__e5_b_2535,1190
two_stage_trust_punishment_y2hgu__e5_b_2548,1169
two_stage_trust_punishment_y2hgu__e5_b_2578,1112
two_stage_trust_punishment_y2hgu__e5_b_278,1095
two_stage_trust_punishment_y2hgu__e5_b_345,1159
two_stage_trust_punishment_y2hgu__e5_b_358,1114
two_stage_trust_punishment_y2hgu__e5_b_435,1093
two_stage_trust_punishment_y2hgu__e5_b_443,1122
two_stage_trust_punishment_y2hgu__e5_b_459,1152
two_stage_trust_punishment_y2hgu__e5_b_485,1167
two_stage_trust_punishment_y2hgu__e5_b_577,1128
two_stage_trust_punishment_y2hgu__e5_b_586,1148
two_stage_trust_punishment_y2hgu__e5_b_602,1096
two_stage_trust_punishment_y2hgu__e5_b_701,1184
two_stage_trust_punishment_y2hgu__e5_b_758,1159
two_stage_trust_punishment_y2hgu__e5_b_76,1137
two_stage_trust_punishment_y2hgu__e5_b_760,1109
two_stage_trust_punishment_y2hgu__e5_b_884,1182
two_stage_trust_punishment_y2hgu__e5_b_938,1158
two_stage_trust_punishment_y2hgu__e5_b_982,1109
two_stage_trust_punishment_y2hgu__e5_b_986,1151
two_stage_trust_punishment_y2hgu__e5_b_998,1167
