custom_id,entity_kind,entity_id,treatment_name,round_number,num_active_players,total_contribution,total_contribution_rate,total_round_payoff,round_normalized_efficiency,within_round_contribution_rate_var,message_count,has_chat
trajectory_completion_compact__VALIDATION_18_C__75Lp6nDFLGvmzj2Bm__k0__rep1,generated,trajectory_completion_compact__VALIDATION_18_C__75Lp6nDFLGvmzj2Bm__k0__rep1,VALIDATION_18_C,8,4,80,1.0,200.0,1.0135135135135134,0.0,5,1
trajectory_completion_compact__VALIDATION_18_C__5CF98timgPxWv28MK__k0__rep1,generated,trajectory_completion_compact__VALIDATION_18_C__5CF98timgPxWv28MK__k0__rep1,VALIDATION_18_C,8,4,0,0.0,80.0,0.0,0.0,2,1
trajectory_completion_compact__VALIDATION_18_C__2khRAszouj8vP8ZfP__k0__rep1,generated,trajectory_completion_compact__VALIDATION_18_C__2khRAszouj8vP8ZfP__k0__rep1,VALIDATION_18_C,8,4,0,0.0,80.0,0.0,0.0,1,1
trajectory_completion_compact__VALIDATION_18_C__KK4HShJfMijev4coq__k0__rep1,generated,trajectory_completion_compact__VALIDATION_18_C__KK4HShJfMijev4coq__k0__rep1,VALIDATION_18_C,8,4,0,0.0,80.0,0.0,0.0,1,1
trajectory_completion_compact__VALIDATION_18_C__pPsoXTn2Pr6iTzqiY__k0__rep1,generated,trajectory_completion_compact__VALIDATION_18_C__pPsoXTn2Pr6iTzqiY__k0__rep1,VALIDATION_18_C,8,4,80,1.0,200.0,1.0135135135135134,0.0,4,1
trajectory_completion_compact__VALIDATION_18_C__CxdGPvHo36TqhpAmm__k0__rep1,generated,trajectory_completion_compact__VALIDATION_18_C__CxdGPvHo36TqhpAmm__k0__rep1,VALIDATION_18_C,8,4,60,0.75,168.0,0.7432432432432432,0.1875,2,1
trajectory_completion_compact__VALIDATION_18_C__NZpNLYcXAdipwHiuH__k0__rep1,generated,trajectory_completion_compact__VALIDATION_18_C__NZpNLYcXAdipwHiuH__k0__rep1,VALIDATION_18_C,8,4,40,0.5,140.0,0.5067567567567567,0.25,3,1
trajectory_completion_compact__VALIDATION_18_C__wNsxNofHWZfK3J2p9__k0__rep1,generated,trajectory_completion_compact__VALIDATION_18_C__wNsxNofHWZfK3J2p9__k0__rep1,VALIDATION_18_C,8,4,20,0.25,108.0,0.23648648648648649,0.1875,1,1
trajectory_completion_compact__VALIDATION_18_C__hWgX6ZBKFiRT8dQKD__k0__rep1,generated,trajectory_completion_compact__VALIDATION_18_C__hWgX6ZBKFiRT8dQKD__k0__rep1,VALIDATION_18_C,8,4,0,0.0,80.0,0.0,0.0,3,1
trajectory_completion_compact__VALIDATION_18_C__8v9GMEiWGwG2KBXJv__k0__rep1,generated,trajectory_completion_compact__VALIDATION_18_C__8v9GMEiWGwG2KBXJv__k0__rep1,VALIDATION_18_C,9,4,40,0.5,140.0,0.5067567567567567,0.25,4,1
trajectory_completion_compact__VALIDATION_18_C__hoYh5A3kzJp7czidB__k0__rep1,generated,trajectory_completion_compact__VALIDATION_18_C__hoYh5A3kzJp7czidB__k0__rep1,VALIDATION_18_C,9,4,0,0.0,80.0,0.0,0.0,1,1
trajectory_completion_compact__VALIDATION_18_C__DzCRjHQttCBN587JL__k0__rep1,generated,trajectory_completion_compact__VALIDATION_18_C__DzCRjHQttCBN587JL__k0__rep1,VALIDATION_18_C,9,4,80,1.0,200.0,1.0135135135135134,0.0,3,1
trajectory_completion_compact__VALIDATION_18_C__75Lp6nDFLGvmzj2Bm__k0__rep1,generated,trajectory_completion_compact__VALIDATION_18_C__75Lp6nDFLGvmzj2Bm__k0__rep1,VALIDATION_18_C,9,4,80,1.0,200.0,1.0135135135135134,0.0,4,1
trajectory_completion_compact__VALIDATION_18_C__5CF98timgPxWv28MK__k0__rep1,generated,trajectory_completion_compact__VALIDATION_18_C__5CF98timgPxWv28MK__k0__rep1,VALIDATION_18_C,9,4,20,0.25,108.0,0.23648648648648649,0.1875,2,1
trajectory_completion_compact__VALIDATION_18_C__2khRAszouj8vP8ZfP__k0__rep1,generated,trajectory_completion_compact__VALIDATION_18_C__2khRAszouj8vP8ZfP__k0__rep1,VALIDATION_18_C,9,4,0,0.0,80.0,0.0,0.0,0,0
trajectory_completion_compact__VALIDATION_18_C__KK4HShJfMijev4coq__k0__rep1,generated,trajectory_completion_compact__VALIDATION_18_C__KK4HShJfMijev4coq__k0__rep1,VALIDATION_18_C,9,4,40,0.5,140.0,0.5067567567567567,0.25,4,1
trajectory_completion_compact__VALIDATION_18_C__pPsoXTn2Pr6iTzqiY__k0__rep1,generated,trajectory_completion_compact__VALIDATION_18_C__pPsoXTn2Pr6iTzqiY__k0__rep1,VALIDATION_18_C,9,4,60,0.75,168.0,0.7432432432432432,0.1875,2,1
trajectory_completion_compact__VALIDATION_18_C__CxdGPvHo36TqhpAmm__k0__rep1,generated,trajectory_completion_compact__VALIDATION_18_C__CxdGPvHo36TqhpAmm__k0__rep1,VALIDATION_18_C,9,4,80,1.0,200.0,1.0135135135135134,0.0,2,1
trajectory_completion_compact__VALIDATION_18_C__NZpNLYcXAdipwHiuH__k0__rep1,generated,trajectory_completion_compact__VALIDATION_18_C__NZpNLYcXAdipwHiuH__k0__rep1,VALIDATION_18_C,9,4,20,0.25,108.0,0.23648648648648649,0.1875,3,1
trajectory_completion_compact__VALIDATION_18_C__wNsxNofHWZfK3J2p9__k0__rep1,generated,trajectory_completion_compact__VALIDATION_18_C__wNsxNofHWZfK3J2p9__k0__rep1,VALIDATION_18_C,9,4,0,0.0,80.0,0.0,0.0,0,0
trajectory_completion_compact__VALIDATION_18_C__hWgX6ZBKFiRT8dQKD__k0__rep1,generated,trajectory_completion_compact__VALIDATION_18_C__hWgX6ZBKFiRT8dQKD__k0__rep1,VALIDATION_18_C,9,4,0,0.0,80.0,0.0,0.0,3,1
trajectory_completion_compact__VALIDATION_18_C__8v9GMEiWGwG2KBXJv__k0__rep1,generated,trajectory_completion_compact__VALIDATION_18_C__8v9GMEiWGwG2KBXJv__k0__rep1,VALIDATION_18_C,10,4,0,0.0,80.0,0.0,0.0,1,1
trajectory_completion_compact__VALIDATION_18_C__hoYh5A3kzJp7czidB__k0__rep1,generated,trajectory_completion_compact__VALIDATION_18_C__hoYh5A3kzJp7czidB__k0__rep1,VALIDATION_18_C,10,4,0,0.0,80.0,0.0,0.0,3,1
trajectory_completion_compact__VALIDATION_18_C__DzCRjHQttCBN587JL__k0__rep1,generated,trajectory_completion_compact__VALIDATION_18_C__DzCRjHQttCBN587JL__k0__rep1,VALIDATION_18_C,10,4,80,1.0,200.0,1.0135135135135134,0.0,3,1
trajectory_completion_compact__VALIDATION_18_C__75Lp6nDFLGvmzj2Bm__k0__rep1,generated,trajectory_completion_compact__VALIDATION_18_C__75Lp6nDFLGvmzj2Bm__k0__rep1,VALIDATION_18_C,10,4,60,0.75,168.0,0.7432432432432432,0.1875,5,1
trajectory_completion_compact__VALIDATION_18_C__5CF98timgPxWv28MK__k0__rep1,generated,trajectory_completion_compact__VALIDATION_18_C__5CF98timgPxWv28MK__k0__rep1,VALIDATION_18_C,10,4,40,0.5,140.0,0.5067567567567567,0.25,2,1
trajectory_completion_compact__VALIDATION_18_C__2khRAszouj8vP8ZfP__k0__rep1,generated,trajectory_completion_compact__VALIDATION_18_C__2khRAszouj8vP8ZfP__k0__rep1,VALIDATION_18_C,10,4,20,0.25,108.0,0.23648648648648649,0.1875,2,1
trajectory_completion_compact__VALIDATION_18_C__KK4HShJfMijev4coq__k0__rep1,generated,trajectory_completion_compact__VALIDATION_18_C__KK4HShJfMijev4coq__k0__rep1,VALIDATION_18_C,10,4,60,0.75,168.0,0.7432432432432432,0.1875,2,1
trajectory_completion_compact__VALIDATION_18_C__pPsoXTn2Pr6iTzqiY__k0__rep1,generated,trajectory_completion_compact__VALIDATION_18_C__pPsoXTn2Pr6iTzqiY__k0__rep1,VALIDATION_18_C,10,4,80,1.0,200.0,1.0135135135135134,0.0,4,1
trajectory_completion_compact__VALIDATION_18_C__CxdGPvHo36TqhpAmm__k0__rep1,generated,trajectory_completion_compact__VALIDATION_18_C__CxdGPvHo36TqhpAmm__k0__rep1,VALIDATION_18_C,10,4,60,0.75,168.0,0.7432432432432432,0.1875,2,1
trajectory_completion_compact__VALIDATION_18_C__NZpNLYcXAdipwHiuH__k0__rep1,generated,trajectory_completion_compact__VALIDATION_18_C__NZpNLYcXAdipwHiuH__k0__rep1,VALIDATION_18_C,10,4,0,0.0,80.0,0.0,0.0,3,1
trajectory_completion_compact__VALIDATION_18_C__wNsxNofHWZfK3J2p9__k0__rep1,generated,trajectory_completion_compact__VALIDATION_18_C__wNsxNofHWZfK3J2p9__k0__rep1,VALIDATION_18_C,10,4,0,0.0,80.0,0.0,0.0,0,0
trajectory_completion_compact__VALIDATION_18_C__hWgX6ZBKFiRT8dQKD__k0__rep1,generated,trajectory_completion_compact__VALIDATION_18_C__hWgX6ZBKFiRT8dQKD__k0__rep1,VALIDATION_18_C,10,4,0,0.0,80.0,0.0,0.0,3,1
trajectory_completion_compact__VALIDATION_18_C__8v9GMEiWGwG2KBXJv__k0__rep1,generated,trajectory_completion_compact__VALIDATION_18_C__8v9GMEiWGwG2KBXJv__k0__rep1,VALIDATION_18_C,11,4,80,1.0,200.0,1.0135135135135134,0.0,5,1
trajectory_completion_compact__VALIDATION_18_C__hoYh5A3kzJp7czidB__k0__rep1,generated,trajectory_completion_compact__VALIDATION_18_C__hoYh5A3kzJp7czidB__k0__rep1,VALIDATION_18_C,11,4,0,0.0,80.0,0.0,0.0,1,1
trajectory_completion_compact__VALIDATION_18_C__DzCRjHQttCBN587JL__k0__rep1,generated,trajectory_completion_compact__VALIDATION_18_C__DzCRjHQttCBN587JL__k0__rep1,VALIDATION_18_C,11,4,60,0.75,168.0,0.7432432432432432,0.1875,3,1
trajectory_completion_compact__VALIDATION_18_C__75Lp6nDFLGvmzj2Bm__k0__rep1,generated,trajectory_completion_compact__VALIDATION_18_C__75Lp6nDFLGvmzj2Bm__k0__rep1,VALIDATION_18_C,11,4,40,0.5,140.0,0.5067567567567567,0.25,5,1
trajectory_completion_compact__VALIDATION_18_C__5CF98timgPxWv28MK__k0__rep1,generated,trajectory_completion_compact__VALIDATION_18_C__5CF98timgPxWv28MK__k0__rep1,VALIDATION_18_C,11,4,60,0.75,168.0,0.7432432432432432,0.1875,3,1
trajectory_completion_compact__VALIDATION_18_C__2khRAszouj8vP8ZfP__k0__rep1,generated,trajectory_completion_compact__VALIDATION_18_C__2khRAszouj8vP8ZfP__k0__rep1,VALIDATION_18_C,11,4,0,0.0,80.0,0.0,0.0,0,0
trajectory_completion_compact__VALIDATION_18_C__KK4HShJfMijev4coq__k0__rep1,generated,trajectory_completion_compact__VALIDATION_18_C__KK4HShJfMijev4coq__k0__rep1,VALIDATION_18_C,11,4,80,1.0,200.0,1.0135135135135134,0.0,6,1
trajectory_completion_compact__VALIDATION_18_C__pPsoXTn2Pr6iTzqiY__k0__rep1,generated,trajectory_completion_compact__VALIDATION_18_C__pPsoXTn2Pr6iTzqiY__k0__rep1,VALIDATION_18_C,11,4,60,0.75,168.0,0.7432432432432432,0.1875,2,1
trajectory_completion_compact__VALIDATION_18_C__CxdGPvHo36TqhpAmm__k0__rep1,generated,trajectory_completion_compact__VALIDATION_18_C__CxdGPvHo36TqhpAmm__k0__rep1,VALIDATION_18_C,11,4,40,0.5,140.0,0.5067567567567567,0.25,2,1
trajectory_completion_compact__VALIDATION_18_C__NZpNLYcXAdipwHiuH__k0__rep1,generated,trajectory_completion_compact__VALIDATION_18_C__NZpNLYcXAdipwHiuH__k0__rep1,VALIDATION_18_C,11,4,0,0.0,80.0,0.0,0.0,3,1
trajectory_completion_compact__VALIDATION_18_C__wNsxNofHWZfK3J2p9__k0__rep1,generated,trajectory_completion_compact__VALIDATION_18_C__wNsxNofHWZfK3J2p9__k0__rep1,VALIDATION_18_C,11,4,0,0.0,80.0,0.0,0.0,0,0
trajectory_completion_compact__VALIDATION_18_C__hWgX6ZBKFiRT8dQKD__k0__rep1,generated,trajectory_completion_compact__VALIDATION_18_C__hWgX6ZBKFiRT8dQKD__k0__rep1,VALIDATION_18_C,11,4,0,0.0,80.0,0.0,0.0,3,1
trajectory_completion_compact__VALIDATION_18_C__8v9GMEiWGwG2KBXJv__k0__rep1,generated,trajectory_completion_compact__VALIDATION_18_C__8v9GMEiWGwG2KBXJv__k0__rep1,VALIDATION_18_C,12,4,60,0.75,168.0,0.7432432432432432,0.1875,3,1
trajectory_completion_compact__VALIDATION_18_C__hoYh5A3kzJp7czidB__k0__rep1,generated,trajectory_completion_compact__VALIDATION_18_C__hoYh5A3kzJp7czidB__k0__rep1,VALIDATION_18_C,12,4,0,0.0,80.0,0.0,0.0,2,1
trajectory_completion_compact__VALIDATION_18_C__DzCRjHQttCBN587JL__k0__rep1,generated,trajectory_completion_compact__VALIDATION_18_C__DzCRjHQttCBN587JL__k0__rep1,VALIDATION_18_C,12,4,0,0.0,80.0,0.0,0.0,3,1
trajectory_completion_compact__VALIDATION_18_C__75Lp6nDFLGvmzj2Bm__k0__rep1,generated,trajectory_completion_compact__VALIDATION_18_C__75Lp6nDFLGvmzj2Bm__k0__rep1,VALIDATION_18_C,12,4,60,0.75,168.0,0.7432432432432432,0.1875,5,1
trajectory_completion_compact__VALIDATION_18_C__5CF98timgPxWv28MK__k0__rep1,generated,trajectory_completion_compact__VALIDATION_18_C__5CF98timgPxWv28MK__k0__rep1,VALIDATION_18_C,12,4,40,0.5,140.0,0.5067567567567567,0.25,2,1
trajectory_completion_compact__VALIDATION_18_C__2khRAszouj8vP8ZfP__k0__rep1,generated,trajectory_completion_compact__VALIDATION_18_C__2khRAszouj8vP8ZfP__k0__rep1,VALIDATION_18_C,12,4,0,0.0,80.0,0.0,0.0,0,0
trajectory_completion_compact__VALIDATION_18_C__KK4HShJfMijev4coq__k0__rep1,generated,trajectory_completion_compact__VALIDATION_18_C__KK4HShJfMijev4coq__k0__rep1,VALIDATION_18_C,12,4,60,0.75,168.0,0.7432432432432432,0.1875,3,1
trajectory_completion_compact__VALIDATION_18_C__pPsoXTn2Pr6iTzqiY__k0__rep1,generated,trajectory_completion_compact__VALIDATION_18_C__pPsoXTn2Pr6iTzqiY__k0__rep1,VALIDATION_18_C,12,4,40,0.5,140.0,0.5067567567567567,0.25,3,1
trajectory_completion_compact__VALIDATION_18_C__CxdGPvHo36TqhpAmm__k0__rep1,generated,trajectory_completion_compact__VALIDATION_18_C__CxdGPvHo36TqhpAmm__k0__rep1,VALIDATION_18_C,12,4,80,1.0,200.0,1.0135135135135134,0.0,3,1
trajectory_completion_compact__VALIDATION_18_C__NZpNLYcXAdipwHiuH__k0__rep1,generated,trajectory_completion_compact__VALIDATION_18_C__NZpNLYcXAdipwHiuH__k0__rep1,VALIDATION_18_C,12,4,0,0.0,80.0,0.0,0.0,3,1
trajectory_completion_compact__VALIDATION_18_C__wNsxNofHWZfK3J2p9__k0__rep1,generated,trajectory_completion_compact__VALIDATION_18_C__wNsxNofHWZfK3J2p9__k0__rep1,VALIDATION_18_C,12,4,20,0.25,108.0,0.23648648648648649,0.1875,2,1
trajectory_completion_compact__VALIDATION_18_C__hWgX6ZBKFiRT8dQKD__k0__rep1,generated,trajectory_completion_compact__VALIDATION_18_C__hWgX6ZBKFiRT8dQKD__k0__rep1,VALIDATION_18_C,12,4,0,0.0,80.0,0.0,0.0,3,1
trajectory_completion_compact__VALIDATION_18_C__8v9GMEiWGwG2KBXJv__k0__rep1,generated,trajectory_completion_compact__VALIDATION_18_C__8v9GMEiWGwG2KBXJv__k0__rep1,VALIDATION_18_C,13,4,0,0.0,80.0,0.0,0.0,1,1
trajectory_completion_compact__VALIDATION_18_C__hoYh5A3kzJp7czidB__k0__rep1,generated,trajectory_completion_compact__VALIDATION_18_C__hoYh5A3kzJp7czidB__k0__rep1,VALIDATION_18_C,13,4,0,0.0,80.0,0.0,0.0,1,1
trajectory_completion_compact__VALIDATION_18_C__DzCRjHQttCBN587JL__k0__rep1,generated,trajectory_completion_compact__VALIDATION_18_C__DzCRjHQttCBN587JL__k0__rep1,VALIDATION_18_C,13,4,80,1.0,200.0,1.0135135135135134,0.0,3,1
trajectory_completion_compact__VALIDATION_18_C__75Lp6nDFLGvmzj2Bm__k0__rep1,generated,trajectory_completion_compact__VALIDATION_18_C__75Lp6nDFLGvmzj2Bm__k0__rep1,VALIDATION_18_C,13,4,80,1.0,200.0,1.0135135135135134,0.0,4,1
trajectory_completion_compact__VALIDATION_18_C__5CF98timgPxWv28MK__k0__rep1,generated,trajectory_completion_compact__VALIDATION_18_C__5CF98timgPxWv28MK__k0__rep1,VALIDATION_18_C,13,4,20,0.25,108.0,0.23648648648648649,0.1875,2,1
trajectory_completion_compact__VALIDATION_18_C__2khRAszouj8vP8ZfP__k0__rep1,generated,trajectory_completion_compact__VALIDATION_18_C__2khRAszouj8vP8ZfP__k0__rep1,VALIDATION_18_C,13,4,0,0.0,80.0,0.0,0.0,0,0
trajectory_completion_compact__VALIDATION_18_C__KK4HShJfMijev4coq__k0__rep1,generated,trajectory_completion_compact__VALIDATION_18_C__KK4HShJfMijev4coq__k0__rep1,VALIDATION_18_C,13,4,0,0.0,80.0,0.0,0.0,1,1
trajectory_completion_compact__VALIDATION_18_C__pPsoXTn2Pr6iTzqiY__k0__rep1,generated,trajectory_completion_compact__VALIDATION_18_C__pPsoXTn2Pr6iTzqiY__k0__rep1,VALIDATION_18_C,13,4,80,1.0,200.0,1.0135135135135134,0.0,4,1
trajectory_completion_compact__VALIDATION_18_C__CxdGPvHo36TqhpAmm__k0__rep1,generated,trajectory_completion_compact__VALIDATION_18_C__CxdGPvHo36TqhpAmm__k0__rep1,VALIDATION_18_C,13,4,80,1.0,200.0,1.0135135135135134,0.0,0,0
trajectory_completion_compact__VALIDATION_18_C__NZpNLYcXAdipwHiuH__k0__rep1,generated,trajectory_completion_compact__VALIDATION_18_C__NZpNLYcXAdipwHiuH__k0__rep1,VALIDATION_18_C,13,4,0,0.0,80.0,0.0,0.0,3,1
trajectory_completion_compact__VALIDATION_18_C__wNsxNofHWZfK3J2p9__k0__rep1,generated,trajectory_completion_compact__VALIDATION_18_C__wNsxNofHWZfK3J2p9__k0__rep1,VALIDATION_18_C,13,4,0,0.0,80.0,0.0,0.0,0,0
trajectory_completion_compact__VALIDATION_18_C__hWgX6ZBKFiRT8dQKD__k0__rep1,generated,trajectory_completion_compact__VALIDATION_18_C__hWgX6ZBKFiRT8dQKD__k0__rep1,VALIDATION_18_C,13,4,0,0.0,80.0,0.0,0.0,3,1
trajectory_completion_compact__VALIDATION_18_C__8v9GMEiWGwG2KBXJv__k0__rep1,generated,trajectory_completion_compact__VALIDATION_18_C__8v9GMEiWGwG2KBXJv__k0__rep1,VALIDATION_18_C,14,4,20,0.25,108.0,0.23648648648648649,0.1875,3,1
trajectory_completion_compact__VALIDATION_18_C__hoYh5A3kzJp7czidB__k0__rep1,generated,trajectory_completion_compact__VALIDATION_18_C__hoYh5A3kzJp7czidB__k0__rep1,VALIDATION_18_C,14,4,0,0.0,80.0,0.0,0.0,1,1
trajectory_completion_compact__VALIDATION_18_C__DzCRjHQttCBN587JL__k0__rep1,generated,trajectory_completion_compact__VALIDATION_18_C__DzCRjHQttCBN587JL__k0__rep1,VALIDATION_18_C,14,4,80,1.0,200.0,1.0135135135135134,0.0,3,1
trajectory_completion_compact__VALIDATION_18_C__75Lp6nDFLGvmzj2Bm__k0__rep1,generated,trajectory_completion_compact__VALIDATION_18_C__75Lp6nDFLGvmzj2Bm__k0__rep1,VALIDATION_18_C,14,4,80,1.0,200.0,1.0135135135135134,0.0,4,1
trajectory_completion_compact__VALIDATION_18_C__5CF98timgPxWv28MK__k0__rep1,generated,trajectory_completion_compact__VALIDATION_18_C__5CF98timgPxWv28MK__k0__rep1,VALIDATION_18_C,14,4,0,0.0,80.0,0.0,0.0,1,1
trajectory_completion_compact__VALIDATION_18_C__2khRAszouj8vP8ZfP__k0__rep1,generated,trajectory_completion_compact__VALIDATION_18_C__2khRAszouj8vP8ZfP__k0__rep1,VALIDATION_18_C,14,4,0,0.0,80.0,0.0,0.0,0,0
trajectory_completion_compact__VALIDATION_18_C__KK4HShJfMijev4coq__k0__rep1,generated,trajectory_completion_compact__VALIDATION_18_C__KK4HShJfMijev4coq__k0__rep1,VALIDATION_18_C,14,4,0,0.0,80.0,0.0,0.0,1,1
trajectory_completion_compact__VALIDATION_18_C__pPsoXTn2Pr6iTzqiY__k0__rep1,generated,trajectory_completion_compact__VALIDATION_18_C__pPsoXTn2Pr6iTzqiY__k0__rep1,VALIDATION_18_C,14,4,0,0.0,80.0,0.0,0.0,1,1
trajectory_completion_compact__VALIDATION_18_C__CxdGPvHo36TqhpAmm__k0__rep1,generated,trajectory_completion_compact__VALIDATION_18_C__CxdGPvHo36TqhpAmm__k0__rep1,VALIDATION_18_C,14,4,80,1.0,200.0,1.0135135135135134,0.0,0,0
trajectory_completion_compact__VALIDATION_18_C__NZpNLYcXAdipwHiuH__k0__rep1,generated,trajectory_completion_compact__VALIDATION_18_C__NZpNLYcXAdipwHiuH__k0__rep1,VALIDATION_18_C,14,4,0,0.0,80.0,0.0,0.0,3,1
trajectory_completion_compact__VALIDATION_18_C__wNsxNofHWZfK3J2p9__k0__rep1,generated,trajectory_completion_compact__VALIDATION_18_C__wNsxNofHWZfK3J2p9__k0__rep1,VALIDATION_18_C,14,4,0,0.0,80.0,0.0,0.0,0,0
trajectory_completion_compact__VALIDATION_18_C__hWgX6ZBKFiRT8dQKD__k0__rep1,generated,trajectory_completion_compact__VALIDATION_18_C__hWgX6ZBKFiRT8dQKD__k0__rep1,VALIDATION_18_C,14,4,0,0.0,80.0,0.0,0.0,3,1
trajectory_completion_compact__VALIDATION_18_C__8v9GMEiWGwG2KBXJv__k0__rep1,generated,trajectory_completion_compact__VALIDATION_18_C__8v9GMEiWGwG2KBXJv__k0__rep1,VALIDATION_18_C,15,4,0,0.0,80.0,0.0,0.0,1,1
trajectory_completion_compact__VALIDATION_18_C__hoYh5A3kzJp7czidB__k0__rep1,generated,trajectory_completion_compact__VALIDATION_18_C__hoYh5A3kzJp7czidB__k0__rep1,VALIDATION_18_C,15,4,0,0.0,80.0,0.0,0.0,1,1
trajectory_completion_compact__VALIDATION_18_C__DzCRjHQttCBN587JL__k0__rep1,generated,trajectory_completion_compact__VALIDATION_18_C__DzCRjHQttCBN587JL__k0__rep1,VALIDATION_18_C,15,4,60,0.75,168.0,0.7432432432432432,0.1875,3,1
trajectory_completion_compact__VALIDATION_18_C__75Lp6nDFLGvmzj2Bm__k0__rep1,generated,trajectory_completion_compact__VALIDATION_18_C__75Lp6nDFLGvmzj2Bm__k0__rep1,VALIDATION_18_C,15,4,80,1.0,200.0,1.0135135135135134,0.0,4,1
trajectory_completion_compact__VALIDATION_18_C__5CF98timgPxWv28MK__k0__rep1,generated,trajectory_completion_compact__VALIDATION_18_C__5CF98timgPxWv28MK__k0__rep1,VALIDATION_18_C,15,4,40,0.5,140.0,0.5067567567567567,0.25,3,1
trajectory_completion_compact__VALIDATION_18_C__2khRAszouj8vP8ZfP__k0__rep1,generated,trajectory_completion_compact__VALIDATION_18_C__2khRAszouj8vP8ZfP__k0__rep1,VALIDATION_18_C,15,4,0,0.0,80.0,0.0,0.0,0,0
trajectory_completion_compact__VALIDATION_18_C__KK4HShJfMijev4coq__k0__rep1,generated,trajectory_completion_compact__VALIDATION_18_C__KK4HShJfMijev4coq__k0__rep1,VALIDATION_18_C,15,4,0,0.0,80.0,0.0,0.0,1,1
trajectory_completion_compact__VALIDATION_18_C__pPsoXTn2Pr6iTzqiY__k0__rep1,generated,trajectory_completion_compact__VALIDATION_18_C__pPsoXTn2Pr6iTzqiY__k0__rep1,VALIDATION_18_C,15,4,20,0.25,108.0,0.23648648648648649,0.1875,2,1
trajectory_completion_compact__VALIDATION_18_C__CxdGPvHo36TqhpAmm__k0__rep1,generated,trajectory_completion_compact__VALIDATION_18_C__CxdGPvHo36TqhpAmm__k0__rep1,VALIDATION_18_C,15,4,80,1.0,200.0,1.0135135135135134,0.0,0,0
trajectory_completion_compact__VALIDATION_18_C__NZpNLYcXAdipwHiuH__k0__rep1,generated,trajectory_completion_compact__VALIDATION_18_C__NZpNLYcXAdipwHiuH__k0__rep1,VALIDATION_18_C,15,4,0,0.0,80.0,0.0,0.0,3,1
trajectory_completion_compact__VALIDATION_18_C__wNsxNofHWZfK3J2p9__k0__rep1,generated,trajectory_completion_compact__VALIDATION_18_C__wNsxNofHWZfK3J2p9__k0__rep1,VALIDATION_18_C,15,4,0,0.0,80.0,0.0,0.0,0,0
trajectory_completion_compact__VALIDATION_18_C__hWgX6ZBKFiRT8dQKD__k0__rep1,generated,trajectory_completion_compact__VALIDATION_18_C__hWgX6ZBKFiRT8dQKD__k0__rep1,VALIDATION_18_C,15,4,0,0.0,80.0,0.0,0.0,3,1
trajectory_completion_compact__VALIDATION_18_C__8v9GMEiWGwG2KBXJv__k0__rep1,generated,trajectory_completion_compact__VALIDATION_18_C__8v9GMEiWGwG2KBXJv__k0__rep1,VALIDATION_18_C,16,4,40,0.5,140.0,0.5067567567567567,0.25,4,1
trajectory_completion_compact__VALIDATION_18_C__hoYh5A3kzJp7czidB__k0__rep1,generated,trajectory_completion_compact__VALIDATION_18_C__hoYh5A3kzJp7czidB__k0__rep1,VALIDATION_18_C,16,4,0,0.0,80.0,0.0,0.0,1,1
trajectory_completion_compact__VALIDATION_18_C__DzCRjHQttCBN587JL__k0__rep1,generated,trajectory_completion_compact__VALIDATION_18_C__DzCRjHQttCBN587JL__k0__rep1,VALIDATION_18_C,16,4,0,0.0,80.0,0.0,0.0,3,1
trajectory_completion_compact__VALIDATION_18_C__75Lp6nDFLGvmzj2Bm__k0__rep1,generated,trajectory_completion_compact__VALIDATION_18_C__75Lp6nDFLGvmzj2Bm__k0__rep1,VALIDATION_18_C,16,4,60,0.75,168.0,0.7432432432432432,0.1875,5,1
trajectory_completion_compact__VALIDATION_18_C__5CF98timgPxWv28MK__k0__rep1,generated,trajectory_completion_compact__VALIDATION_18_C__5CF98timgPxWv28MK__k0__rep1,VALIDATION_18_C,16,4,0,0.0,80.0,0.0,0.0,0,0
trajectory_completion_compact__VALIDATION_18_C__2khRAszouj8vP8ZfP__k0__rep1,generated,trajectory_completion_compact__VALIDATION_18_C__2khRAszouj8vP8ZfP__k0__rep1,VALIDATION_18_C,16,4,0,0.0,80.0,0.0,0.0,0,0
trajectory_completion_compact__VALIDATION_18_C__KK4HShJfMijev4coq__k0__rep1,generated,trajectory_completion_compact__VALIDATION_18_C__KK4HShJfMijev4coq__k0__rep1,VALIDATION_18_C,16,4,20,0.25,108.0,0.23648648648648649,0.1875,2,1
trajectory_completion_compact__VALIDATION_18_C__pPsoXTn2Pr6iTzqiY__k0__rep1,generated,trajectory_completion_compact__VALIDATION_18_C__pPsoXTn2Pr6iTzqiY__k0__rep1,VALIDATION_18_C,16,4,0,0.0,80.0,0.0,0.0,1,1
trajectory_completion_compact__VALIDATION_18_C__CxdGPvHo36TqhpAmm__k0__rep1,generated,trajectory_completion_compact__VALIDATION_18_C__CxdGPvHo36TqhpAmm__k0__rep1,VALIDATION_18_C,16,4,80,1.0,200.0,1.0135135135135134,0.0,1,1
trajectory_completion_compact__VALIDATION_18_C__NZpNLYcXAdipwHiuH__k0__rep1,generated,trajectory_completion_compact__VALIDATION_18_C__NZpNLYcXAdipwHiuH__k0__rep1,VALIDATION_18_C,16,4,0,0.0,80.0,0.0,0.0,3,1
