text,umap_x,umap_y,cluster_id,cluster_title,cluster_intro,cluster_size
"They are highly willing to use costly punishment and are willing to spend a substantial portion of their payoff to sanction others. The punishment pattern targets clear free-riders and near free-riders, not partial cooperators, suggesting a threshold-based norm: contributing nothing appears to violate their standard enough to justify sanctions. They distinguish between occasional and repeat low contributors: a player who consistently contributes nothing is punished more heavily than those who free-ride once or less frequently. They also later re-punish a persistent non-contributor, indicating that repeated norm violation is especially salient. Their punishment seems primarily norm-enforcing and deterrence-oriented rather than retaliatory. They do not punish cooperators or middling contributors, and there is no evidence that they punish in response to being punished themselves; when they are personally sanctioned, they do not lash out at likely culprits. They do not appear spiteful or broadly aggressive; punishment is selective and aligned with contribution levels. At the same time, they are willing to bear sizable personal cost for these sanctions, suggesting a strong internal enforcement motive and relatively low concern for short-term earnings when norms are breached.",1.1351714,1.784092,10,Punishment / Punish / Norm,"This cluster groups personas with related strategy patterns around punishment, punish, norm, player, free.",119
"This player is clearly willing to use costly punishment and targets it selectively at clear free riders. They direct sanctions only at those who systematically contribute nothing, and they never punish cooperators. Their pattern shows attention to contribution histories and discrimination between persistent and occasional non-cooperation. They are willing to spend substantial resources to impose strong costs on the most extreme defector and smaller, calibrated penalties on others who do not contribute, indicating an apparent concern with proportionality and deterrence rather than blind aggression. There is no evidence of retaliatory punishment, as they are never observed punishing someone who harmed them personally; all sanctions are oriented toward norm enforcement. The player does not appear to adjust punishment volume in response to changes in overall group contribution, suggesting a stable enforcement disposition rather than highly reactive emotional swings. Overall, they fit a “principled enforcer” type: cooperative, norm-focused, prepared to bear personal costs to discipline defectors.",1.2084887,0.9594384,12,Punishment / Punish / Norm,"This cluster groups personas with related strategy patterns around punishment, punish, norm, contributors, low.",127
"The player is a very willing and extremely severe punisher, with a consistent pattern of targeting low or zero contributors. They do not use punishment sparingly; they invest substantial resources to impose large deductions on specific defectors. Their targeting is selective: they do not punish cooperators, only those who contribute nothing or markedly less than the majority. This indicates a clear contribution-based norm as the trigger. The scale of punishment escalates, especially against a repeat low contributor, suggesting an attempt at strong deterrence and norm enforcement rather than mere mild signaling. The magnitude of sanctions far exceeds any plausible material benefit to the punisher, given the high cost of harming others relative to their own payoff, implying a likely non-instrumental or morally driven motive (“punish defectors because it is right”) rather than purely strategic profit-seeking. When a previous defector later cooperates, the player still continues to punish them, which indicates low forgiveness and a tendency to treat past defection as deserving ongoing sanction. Their behavior fits a “harsh moralizer” style: they defend full-cooperation norms aggressively, accept large personal costs to discipline defectors, and are willing to escalate against repeat or especially salient free-riders.",1.5887427,1.0961696,12,Punishment / Punish / Norm,"This cluster groups personas with related strategy patterns around punishment, punish, norm, contributors, low.",127
"This player is willing to use punishment, but only occasionally and in a targeted way. They never use it as a routine enforcement tool each round. When they do punish, they focus on specific individuals rather than punishing broadly. Their targets are players who persistently contribute very little relative to the rest of the group or act in ways that strongly deviate from the emerging cooperation norm. This indicates that their punishment is most likely norm-enforcing rather than purely retaliatory or random. They are willing to spend a nontrivial amount of their own payoff to sanction such behavior, including in the final round when there is no opportunity to benefit from improved future contributions, which suggests a mixture of intrinsic norm enforcement and possibly expressive or emotional motives. They never use punishment defensively or to counter-punish those who hurt them, even when they themselves are punished, indicating low inclination toward revenge. Overall, they are a selective, principle-driven punisher: they punish clear low contributors or norm violators, not everyone who harms them.",0.9646996,-0.17721404,14,Punishment / Punish / Norm,"This cluster groups personas with related strategy patterns around punishment, punish, norm, low, contributors.",142
"The player is a selective but occasionally intense punisher. They almost never use the mechanism except in a targeted manner against a single, consistently very low contributor. When they do punish, they sometimes invest substantially, imposing very large deductions on that one target early on, and later supplementing with smaller, symbolic punishments. They do not punish moderate under-contributors, nor do they punish other low contributors (such as those who give zero) when those players are already being heavily sanctioned by others. This suggests a focus on a particular deviant whom they may see as undermining the group norm in a persistent way, rather than a broad fairness-enforcement approach. There is no evidence they use punishment to retaliate against personal attacks, because they themselves are not punished. Their punishment appears costly and not obviously payoff-maximizing, pointing toward a strong norm-enforcing or moralistic motive directed at an extreme perceived defector, with little interest in fine-tuned deterrence or proportionality. They ignore the punishment of many other under-contributors, indicating low concern with consistent, system-wide fairness and higher concern with a salient “villain” or particularly egregious freerider.",1.3828859,1.0862795,12,Punishment / Punish / Norm,"This cluster groups personas with related strategy patterns around punishment, punish, norm, contributors, low.",127
"Punishment is central to this player’s type. They punish frequently, spend large amounts on it, and repeatedly target the same chronic under-contributors. They are highly selective: sanctions focus overwhelmingly on the two players who contribute far below the rest across many opportunities, with occasional extension to a moderately low contributor once. High contributors are never punished by them, indicating the sanctions are norm-driven rather than competitive or spiteful toward strong cooperators. They are willing to incur substantial personal cost to reduce free-riders’ payoffs, well beyond any direct monetary return, indicating a strong norm-enforcement or inequality-aversion motive. The intensity escalates over time against persistent low contributors, suggesting frustration or a desire to make the free-riding strategy clearly unprofitable. They rarely use punishment in a fine-tuned, proportional manner; instead they often impose large, discrete sanction levels that push targets’ payoffs very low. This indicates a taste for “tough justice” rather than minimal deterrence. There is no evidence of retaliatory punishment toward those who punish them (because they are not punished by others), and no evidence of competitive punishment against cooperators. Their pattern aligns with a “moralistic enforcer” or “strong reciprocator” type: they value group cooperation enough to pay heavily to discipline defectors, even when others are already punishing the same targets.",1.4183483,0.4676388,13,Punishment / Punish / Contributors,"This cluster groups personas with related strategy patterns around punishment, punish, contributors, norm, low.",148
"They never use punishment at any point, despite persistent and obvious free‑riding and despite punishment being highly cost‑effective in this environment. They refrain from punishing both chronic low contributors and extreme deviants who are heavily punished by others. This indicates a strong reluctance (or principled refusal) to incur costs in order to reduce others’ payoffs. The absence of any “test” punishment suggests that they either reject punitive enforcement as a tool, consider it not worth the cost, or are indifferent to sanctioning as a means of shaping behavior. They also do not engage in antisocial punishment: they do not target high contributors or apparent norm enforcers. The motive that best fits the data is a non‑punitive, live-and-let-live stance: they maintain high cooperation personally but do not attempt to discipline non‑cooperators.",-1.0523007,1.7701415,4,Punishment / Free / Non,"This cluster groups personas with related strategy patterns around punishment, free, non, norm, low.",112
"This player never uses the punishment mechanism, even though they are repeatedly punished themselves and can see that others employ punishment extensively. Their restraint persists under conditions where many group members punish defectors, plus some apparent “moralistic” or escalated punishment against certain others. The refusal to punish holds both when the player cooperates and when they defect. This suggests a strong reluctance to spend resources on sanctioning, regardless of potential deterrence value. Their non-use of punishment makes their motives unclear: they might judge punishment as too costly, as ineffective, or as something they do not want to participate in normatively. There is no evidence of retaliatory motives, since they never punish those who have punished them, despite punishers being identifiable. Nor do they use targeted punishment to steer others’ contributions or to reward cooperators by punishing defectors. This stable non-punishing stance points to a personality or strategy that is sanction-averse and unwilling to invest in enforcing norms, even when those norms work against them.",-1.0517194,0.02247329,0,Punishment / Use / Non,"This cluster groups personas with related strategy patterns around punishment, use, non, use punishment, low.",142
"They never spend on punishment despite facing repeated and sometimes very severe sanctions themselves. This indicates either a strong reluctance to incur costs to discipline others or a deliberate choice to ignore norm enforcement tools. They do not retaliate against those who punish them, nor do they engage in moralistic punishment of under-contributors such as the consistent non-contributor in the group. Deterrence is not a motive they use: they accept punishment rather than respond in kind. From their revealed behavior, they prioritize preserving their own coins over enforcing norms or defending themselves, and they either do not value the emotional payoff from punishment or are explicitly suppressing it. Whether this reflects indifference to fairness or a purely profit-focused mindset is uncertain.",-0.9026322,0.7152912,2,Punishment / Non / Punishing,"This cluster groups personas with related strategy patterns around punishment, non, punishing, use, low.",115
"The player is a frequent and heavy user of punishment, especially toward persistent low contributors. Early on, they refrain entirely, even when others under-contribute, suggesting they first observe and confirm patterns before intervening. Once they start, they repeatedly target the same low-contributing players, focusing on chronic free-riders rather than one-off deviations, which indicates selective norm enforcement rather than indiscriminate aggression. They are willing to invest large amounts of their own payoff into sanctions, at times spending a substantial share of what they could have earned. The intensity and repetition of sanctions toward the same offenders point to a deterrence or moral retribution motive: they appear intent on making norm violators pay, not just nudging them. They do occasionally punish moderate contributors as well, likely because those players lag behind the cooperative core and are perceived as insufficiently committed to the group. There is no evidence that they use punishment strategically to build alliances or curry favor; instead, punishment is aligned with a high-cooperation norm and is applied even when it does not obviously improve the player’s own earnings. When they themselves are punished, they do not redirect their sanctions toward their own punishers, indicating their punishment decisions are driven more by contribution behavior than by personal vendettas.",1.6271647,0.56908894,13,Punishment / Punish / Contributors,"This cluster groups personas with related strategy patterns around punishment, punish, contributors, norm, low.",148
"The player never spends any coins on punishment, despite repeated and often heavy punishment activity by others and the presence of clear low contributors and frequent targets. This consistent inaction indicates a strong reluctance to incur personal cost to sanction others, even when deterrence could be justified by group-benefit logic. Their non-punishing stance appears stable and unconditional: it does not change when they are themselves punished, when particular players repeatedly under-contribute, or when some others engage in extremely intense sanctioning. This suggests either a principled non-punisher orientation (e.g., disliking costly harm even to “deserving” targets) or a strictly payoff-maximizing stance about the high inefficiency of punishment in this environment. Which motive dominates is unknown. The player also does not engage in second-order punishment (e.g., punishing apparent free-riders or punishing those who punish them). There is no evidence of retaliatory motives or of using punishment as a signaling device. Overall, the type is best described as a “non-punishing cooperator”: willing to contribute, but unwilling to pay to enforce norms.",-1.1656927,1.2329842,4,Punishment / Free / Non,"This cluster groups personas with related strategy patterns around punishment, free, non, norm, low.",112
"They are an active, norm-focused punisher with a strong willingness to incur costs to sanction perceived free riders, even when punishment is already heavy. Their primary trigger is very low or zero contribution, especially when others are contributing high amounts. Two players who repeatedly contribute almost nothing become consistent targets; the player often adds to collective punishment against those individuals rather than abstaining because “enough” punishment is already applied. This indicates a strong deterrence/retribution motive and a preference for reinforcing a group norm of high contribution, not just personal retaliation. They also punish moderate under-contributors on occasion, including someone who earlier received their punishment and later reduces contributions again, suggesting they track contribution patterns over time. Their selectivity is contribution-based, not payoff-based: they do not punish simply because someone is earning more or less, but because they contribute substantially below the apparent informal standard. There is at least one instance of punishing a full or near-full contributor while others’ contributions are comparatively low; the reason for this is unclear. It could reflect a misclick, misperception of norms, or an attempt to discipline someone for their own punishing behavior, but this is speculative; motive here is unknown. Overall, they display high willingness to spend on punishment, especially in later rounds, and they do not appear deterred by the personal cost or by the substantial punishment others are already inflicting. Their pattern is consistent with a “strong reciprocator” or “moralist enforcer” type, albeit with some noisy or opaque decisions.",1.5841726,0.21594623,13,Punishment / Punish / Contributors,"This cluster groups personas with related strategy patterns around punishment, punish, contributors, norm, low.",148
"For most of the game, this player refrains completely from punishment, despite clear, persistent free-riding by specific others. Their threshold for punishing is very high: they tolerate many rounds of extremely low contributions from certain players without acting. When they finally do punish, they target only the worst, consistently low contributors, and they do so in a coordinated environment where those same targets are already being heavily punished by others. Their own punishment is modest in size compared to the extreme sanctions others impose, implying a measured rather than vengeful style. The timing and targets suggest norm-enforcement or moral expression, not retaliation (they themselves are never punished) and not forward-looking deterrence (it occurs at the last round). They are willing to pay a meaningful cost to punish, despite no future benefit, indicating that upholding or signaling fairness norms can, in itself, justify costly punishment for them. They are selective and do not use punishment in ambiguous or moderate deviation cases.",0.5196718,0.44766176,8,Punishment / Punish / Norm,"This cluster groups personas with related strategy patterns around punishment, punish, norm, group, low.",122
"For most of the game this player abstains entirely from using punishment, even while some others contribute little and others spend heavily to punish defectors. This restraint suggests a preference for tolerance or a reluctance to accept efficiency losses from costly sanctions, at least initially. However, they track behavior: one group member repeatedly contributes almost nothing across many rounds. At the very end, the player delivers a very large, targeted punishment to that specific chronic low contributor. This punishment is severe relative to what they have ever done before (they have not punished anyone else), and it strongly reduces that target’s payoff. This pattern fits a “high threshold” altruistic punisher: they generally avoid punishing but are willing to impose heavy sanctions when (a) non-cooperation is consistent and extreme, and (b) there is no future to preserve cooperation, so the sanction likely serves a backward-looking norm-enforcement or moralistic motive rather than forward-looking deterrence. They do not punish moderate contributors or conditional cooperators, and they ignore other strategic targets even when those players also contribute zero in several rounds; their focus is uniquely on the most extreme, persistent under-contributor. This shows selectivity and a clear qualitative trigger: long-term, near-total freeriding.",1.1528262,1.5425344,12,Punishment / Punish / Norm,"This cluster groups personas with related strategy patterns around punishment, punish, norm, contributors, low.",127
"They are generally reluctant to punish and very selective when they do. For a large portion of the game they abstain entirely, even while others heavily punish low contributors and the suspected bot. This indicates a high threshold for imposing costs on others, likely driven by perceived payoff inefficiency and perhaps some aversion to “mob justice.” When they do punish, it is highly targeted: they only ever punish the chronically anomalous, under-contributing “angry bird/parrot,” and only by a small amount relative to what others spend. This suggests they see punishment primarily as a norm-enforcement tool of last resort, reserved for extreme or persistent deviators who threaten the cooperative convention or create unfairness. They explicitly articulate a cost–benefit view of punishment when they tell others not to keep spending coins on the suspected bot and instead to save their own. That indicates a deterrence/efficiency perspective: punishment is acceptable if it supports cooperation or fairness and is not wasteful, but repeatedly hammering a non-responsive or artificially advantaged player is, in their view, bad use of resources. Their occasional punishment of the “bird” after earlier advising restraint suggests some internal conflict: they recognize waste, but they also feel some need to participate in collective sanctioning when the group re-coalesces around “getting” the deviant. This looks more like conformity to group norms and a desire for symbolic fairness than personal vengeance. They do not punish ordinary low contributors like rabbit, owl, or monkey when those players occasionally deviate. Nor do they punish fellow cooperators who start talking about pay or about leaving. They show no evidence of spiteful or retaliatory punishment; their punishment is driven by perceived role of the target (disruptive, anomalous, or possibly non-human) rather than by personal slight.",0.21345595,1.2513566,8,Punishment / Punish / Norm,"This cluster groups personas with related strategy patterns around punishment, punish, norm, group, low.",122
"They are an extremely willing and often heavy punisher, to the point of repeatedly sacrificing large portions of their own payoff. Early, they immediately punish the prominent low contributor and later escalate to multi-unit, high-cost punishments against the same “angry bird” (Parrot), even when others caution that it may be a bot and that punishing wastes coins. Their language frames punishment as “justice,” “police duty,” and “making an example,” indicating a strong moralistic and norm-enforcing motivation rather than pure payoff maximization. They openly acknowledge that this is financially irrational (“taking straight loss,” “emptying my bank on justice,” “perma police”) yet keep doing it, suggesting intrinsic satisfaction from norm reinforcement and from coordinated collective punishment. They actively recruit others to punish, encouraging multi-player “dogpiles” to bankrupt or discipline targets and treating that as a joint project. Their punishments are mostly directed at: - Chronic under-contributors / norm violators (Parrot, low contributors, sudden defection). - Occasional “suspicious” cooperators (e.g., Monkey, Rabbit once) when they appear to be linked to the bird’s unusual reward pattern or odd behavior; here they signal “warning shots” rather than immediate maximal sanctions. They rarely, if ever, punish high cooperators for ordinary variation; the targeting seems anchored in perceived rule-breaking, free-riding, or “suspicious” patterns. They also sometimes threaten to “max” punish if personally targeted, implying a readiness for strong retaliation if attacked. Overall, punishment is primarily deterrent and expressive of group norms, with some paranoia-driven components when trying to infer hidden relationships.",1.0267183,1.6478292,10,Punishment / Punish / Norm,"This cluster groups personas with related strategy patterns around punishment, punish, norm, player, free.",119
"They never punish anyone, across all observed rounds, despite: - Clear and repeated opportunities to punish obvious free-riders. - Strong social pressure and explicit calls from others to punish specific targets. - Very high punishment intensity used by others. This strongly suggests a “non-punisher” type. Several features stand out: - **High threshold / strong restraint**: Even when a single player persistently contributes far less than the group, and the group frames this as a “justice” issue, they abstain. They do not even purchase minimal punishment units. - **No evidence of conditional or retaliatory punishment**: They are never personally deducted, but they also do not punish to restore equality or to deter future free-riding on behalf of the group. - **Cost–benefit awareness is unclear**: They witness many others willingly sacrifice substantial payoffs to reduce the free-rider’s gains, and they see those punishers often end up with lower payoffs. They may infer that punitive spending is inefficient, but they never articulate this explicitly in chat. Their behavior is consistent with either an efficiency concern (“wasteful to burn coins”) or a moral reluctance to harm, even norm-violators. Given their unwavering maximum contributions, their refusal to punish is not due to selfishness. A more consistent interpretation is that they hold a prosocial norm that focuses on contributing and not on harming others, combined with a willingness to tolerate inequality rather than participate in costly sanctions.",-0.25341806,0.81265837,8,Punishment / Punish / Norm,"This cluster groups personas with related strategy patterns around punishment, punish, norm, group, low.",122
"They are generally reluctant to use punishment, but not absolutist. Their punishment is rare, targeted, and clearly norm-driven rather than emotional or spiteful. They punish only twice: once early, directed at a very low contributor relative to the emerging “max or near-max” norm; and much later, directed at two specific players who contribute sharply below the group’s level after long periods of mutual cooperation. This pattern suggests they view punishment as a tool for enforcing a high-contribution norm when deviations are salient and potentially destabilizing. They do not join in the large, repeated anti-bird punishment cascades, nor in later mobbing of suspected “researcher/bot” or “sus” players, even when others explicitly coordinate mass punishments. They also never retaliate against those who punish them; when they receive an unjustified deduction, they neither punish back nor reduce their contributions. In summary, they are a selective, norm-enforcing punisher with a high threshold: willing to spend on punishment when a deviation is clear and personally judged as unfair, but unwilling to participate in symbolic, costly “justice” campaigns or to punish for entertainment or revenge.",0.2811064,0.76339334,8,Punishment / Punish / Norm,"This cluster groups personas with related strategy patterns around punishment, punish, norm, group, low.",122
"They are willing to punish, but they do so selectively and with a distinctive profile: - Early on, they punish clear low contributors and non‑compliers, aligning with the group’s justice norm. This includes punishing two obvious deviators in the first round. - They also join group campaigns against a recurrent norm‑breaker: they punish the chronic zero‑contributor once, adding to the pile‑on. - Later, they punish an otherwise highly cooperative player who has just been randomly punished by the group’s “angry bird” narrative target, even though that player’s contributions have been consistently maximal. This choice is not driven by contribution levels or by direct harm from that player. Punishment is relatively infrequent compared to how often they use rewards, but when they do punish it is not purely deterrent: they sometimes side with group justice against norm violators, and other times they appear to “twist the knife” on a high contributor who has just been victimized, making that player worse off while the group is framing them as innocent. This indicates a willingness to exploit ambiguity in social narratives. They never use punishment to retaliate for punishment they themselves receive, despite being heavily and repeatedly sanctioned. They do not try to deter others from punishing them. That suggests they treat punishment more as an experimental tool and a lever on the group’s emotional dynamics than as self‑protective retaliation. In a new environment, expect them to punish occasionally, especially clear defectors or salient targets singled out by group talk, but not to be a consistent norm enforcer. They can also direct punishment in ways that seem arbitrary or strategically opaque from others’ perspective.",0.68794125,1.4268917,10,Punishment / Punish / Norm,"This cluster groups personas with related strategy patterns around punishment, punish, norm, player, free.",119
"They are willing to punish, but only selectively and under strong social consensus. For most of the game they refrain from using punishment at all despite repeated calls from others to “ding” under-contributors and the disruptive bird. This indicates an underlying reluctance to spend on punishment or a preference to let others take that role when it is already being filled. They eventually do punish, and their target choice is tightly norm-based: they punish the clearly non-compliant “angry bird/parrot,” and much later again target the same avatar in a mixed punishment/reward move. They do not punish borderline contributors, slight deviations, or human cooperators who make small mistakes. There is no evidence of spite, personal vendetta, or punishment directed at group members who question the experiment or pay rates. Their punishment seems motivated by collective justice and norm enforcement rather than personal gain: they punish when the bird is viewed as an unfair, possibly non-human exploiter, and they frame it in chat as something that “has to change” and that “they’ll feel.” They join the coordinated “hit the bird” moments but do not escalate beyond what others are doing, and they do not continue punishing once the bird is heavily sanctioned and group attention drifts. Deterrence and moral signaling appear more important than maximizing their own payoff. However, they do not turn into a “perma police”; they remain a mostly cooperative, low-punishment type who intervenes episodically when the group norm and their own sense of fairness are strongly violated.",0.34618855,1.6581986,10,Punishment / Punish / Norm,"This cluster groups personas with related strategy patterns around punishment, punish, norm, player, free.",119
"They never use the punishment mechanism despite many opportunities, including clear norm violations (very low contributions) and strong group pressure to “deal justice.” This consistent non‑use, across both early uncertainty and later coordinated punishment campaigns, suggests a stable aversion to costly punishment. Given the punishment technology is very powerful relative to its cost, their abstention is unlikely to be due to misunderstanding the mechanism. Instead, it indicates either a preference to avoid harming others, skepticism about the value of punishment for group outcomes, or a personal cost‑benefit calculus that deems even cheap punishment not worth the reduction in their own payoff. They also refrain from “joining the crowd” in punitive episodes where virtually everyone else is targeting a single deviant, which implies they are not particularly swayed by social pressure to punish. There is no sign of reactive retaliation: even after they themselves are punished for low contribution, they do not punish back and instead simply restore high contributions and apologize in chat. This is more consistent with a forgiving or non‑vengeful type than with a conditional cooperator who uses punishment as enforcement. Functionally, they behave as a “principled non‑punisher”: they want cooperation, but they prefer to sustain it through their own consistent contribution and communication rather than by inflicting costs on others.",-0.85788214,0.20525007,6,Punishment / Non / Use,"This cluster groups personas with related strategy patterns around punishment, non, use, low, norm.",119
"They never punish anyone, despite repeated, strong group pressure to punish specific targets and explicit invitations to participate in “justice.” This is consistent and unconditional: they abstain from punishing obvious under-contributors, the central “angry bird/parrot” disruptor, and even those who punish or reward in controversial ways. Given that punishment is relatively efficient here, their abstention is unlikely to stem from misunderstanding; rather, it indicates an intrinsic reluctance to spend on norm enforcement. They behave like a classic “second-order free rider”: they enjoy the cooperative benefits created and sustained by other players’ costly punishment, but refuse to share that cost. They also do not punish in retaliation when others sanction them repeatedly for low contributions. Their response to being punished is purely behavioral (sometimes changing contributions later) rather than reciprocal aggression. This suggests a low taste for spite or revenge and a prioritization of preserving coins over expressing disapproval.",-0.14991593,0.68319285,8,Punishment / Punish / Norm,"This cluster groups personas with related strategy patterns around punishment, punish, norm, group, low.",122
"They are very willing to punish, including at substantial personal cost. Their early punishment targets the lowest contributor, consistent with enforcing a contribution norm. Once the “angry bird” (Parrot) emerges as a repeated low contributor and exploiter, they repeatedly punish it, including several high-intensity bursts that meaningfully reduce their own payoff. They explicitly express a motive of “justice,” talk about needing to “destroy” the deviant, and join coalition punishments when others propose coordinated hits. Deterrence and norm enforcement appear primary: they do not punish random players or high contributors, and they join group calls to sanction those who are seen as bots, trolls, or norm violators. However, their punishment of Owl at the very end is more suspicion- and frustration-driven than strictly payoff-based; Owl’s earlier behavior is mixed, and the trigger seems to be Owl suddenly doing very well combined with low contributions in a late round and other players calling them “sus.” That suggests they also punish to restore perceived social fairness, even with incomplete information. They do not appear to use punishment as retaliation for being punished themselves (they are almost never targeted) nor as strategic intimidation for future gains; instead they accept that punishing costs them “real money” and continue anyway, suggesting strong non-monetary preferences for norm enforcement and group justice. They occasionally talk about “democracy” and “justice” in the same breath, and they coordinate with others before punishing, but they are also willing to act independently when they feel a violator must be sanctioned.",0.71788096,1.9697393,10,Punishment / Punish / Norm,"This cluster groups personas with related strategy patterns around punishment, punish, norm, player, free.",119
"This player is a willing but selective punisher. They never punish high contributors or norm-compliant players; all observed punishments are aimed at targets perceived as deviating from group norms or as “suspicious.” Their decisions to punish track two main triggers: 1. **Clear contribution deviations:** - Very low contributions from specific players (first an under-contributing owl, later repeatedly the parrot/bird and again owl near the end) reliably prompt them either to punish directly or to call for others to do so. - They sometimes verbally announce their intended target before or after punishing, which shows a norm-enforcing and communicative motivation: punishment is not secret retaliation but part of a coordinated enforcement effort. 2. **Perceived “meta” norm violations (bot/researcher behavior):** - Once the group frames the parrot as a bot or manipulative actor benefiting from mysterious extra payoffs and spending heavily on rewards, this player repeatedly supports and joins collective punishment against the parrot. - At times they punish even when they explicitly acknowledge boredom or non-instrumental motives (“bored, got the bird again”), consistent with a mix of entertainment, group bonding, and resentment at perceived unfairness rather than pure economic deterrence. They do not escalate to maximal self-sacrifice in punishment like some others: they use single punishment units at a time, spread across multiple rounds. This points to a controlled, “measured enforcer” style, willing to spend but not to self-immolate. They never use punishment vindictively in response to being punished themselves. After being heavily deducted in one early round, they do not retaliate at random; instead, they continue contributing fully and remain socially engaged. This indicates a norm-based rather than ego-based motive. Finally, their late-game targeting of owl—after noticing owl’s atypical payoffs and contribution pattern—shows they continue monitoring outcomes and adjusting punishment targets as new “suspicious” behavior appears. They are not stuck on one narrative; they update and extend enforcement as new anomalies arise.",1.3091462,0.6007584,13,Punishment / Punish / Contributors,"This cluster groups personas with related strategy patterns around punishment, punish, contributors, norm, low.",148
"They never use the punishment option, despite having many clear opportunities and strong group pressure to sanction a repeated low contributor and later to target other “suspect” players. This occurs even when punishment of low contributors becomes a central group activity and source of amusement, and even when punishment is relatively efficient (high impact per cost). Their abstention holds both early and late, suggesting a stable anti-punishment or at least strongly punishment-averse profile rather than simple inattention. They also do not threaten to punish or endorse punishment rhetorically; they neither join in the “justice” rhetoric nor echo calls to “kill” or bankrupt specific avatars. This pattern is consistent with a payoff-protecting, non-enforcer type: they prefer to conserve their own coins and let others bear the cost of norm enforcement, even when they themselves are committed cooperators.",-0.54827905,1.0371473,4,Punishment / Free / Non,"This cluster groups personas with related strategy patterns around punishment, free, non, norm, low.",112
"They never purchase punishment, despite having many opportunities and strong social pressure to do so. This is robust: they refrain from punishing clear low contributors, do not join coordinated “justice” campaigns against the parrot, and do not retaliate when personally harmed by the parrot’s deductions. Even after being singled out and explicitly encouraged by others to “clap back” or “kill the bird,” they maintain zero punishment use. This indicates a strong reluctance to spend on negative sanctions, consistent with either a principled aversion to harming others, a payoff-maximizing preference against the high inefficiency of punishment, or simple adherence to their “keep it simple” heuristic (cooperate, don’t micromanage others). Their behavior is non-retaliatory: personal harm does not trigger sanctioning. They also never attempt “deterrence” punishment to enforce norms, even though the group’s main narrative is precisely about using punishment as justice. Their type is strongly non-punitive.",-1.4072362,0.11983148,0,Punishment / Use / Non,"This cluster groups personas with related strategy patterns around punishment, use, non, use punishment, low.",142
"They are willing but sparing in their use of punishment. Relative to highly punitive “justice” players, they punish infrequently and at low intensity. When they do punish, targets are clear norm violators: early on, they punish a very low contributor who deviates sharply from the emerging full-cooperation standard, and later they selectively punish the “angry bird” agent after it repeatedly under-contributes and harms others. They also talk about “getting” or “clapping back” at the bird, but their actual spending remains modest, suggesting a threshold-based rather than vengeful pattern: they will spend some coins to enforce basic norms but avoid pouring large amounts into costly sanctions. They show no evidence of second-order punishment against high contributors who spend heavily on punishment, nor do they punish ambiguous cases once the group is already disciplining them. Their punishment has a deterrence and fairness-enforcement flavor rather than personal retaliation; they react to clear free-riding or perceived “criminal/genius” exploitation, not to small deviations or interpersonal slights. They also stop punishing once the bird is already being heavily sanctioned by others, indicating an aversion to redundant cost.",0.756006,1.4974945,10,Punishment / Punish / Norm,"This cluster groups personas with related strategy patterns around punishment, punish, norm, player, free.",119
"They never spend a single coin on punishment, despite seeing multiple rounds of heavy sanctioning behavior against low contributors and especially the anomalous bird. They also experience being punished at least once themselves, but this does not trigger any retaliatory behavior. This indicates very low willingness to engage in costly moral enforcement, even when fairness norms are clearly salient in the group. Their inaction is consistent across contexts: - They do not punish early low contributors when that behavior is first detected. - They do not join collective “mob punishment” episodes against the bird, even when nearly everyone else participates and the deterrence logic is explicit in chat. - They do not punish the players who hit them with deductions. This suggests they are neither a second-order enforcer nor a revenge-seeker. Their approach is more “let others handle justice while I focus on my own payoff and contributions.” They benefit indirectly from others’ punishments (which raise average contributions and discipline free-riders), but they never pay for that enforcement themselves. They also do not use punishment strategically to reshape outcomes near the end of the game, even when some players begin to slack on contributions or when suspicion falls on others (e.g., owl). They appear to treat punishment as never worth its cost, regardless of multiplier or social pressure.",-0.42294616,0.705621,6,Punishment / Non / Use,"This cluster groups personas with related strategy patterns around punishment, non, use, low, norm.",119
"They never use punishment, despite having many opportunities and multiple salient norms violations (low contributors, suspected bot behavior, and the parrot directly harming them). Across all rounds they spend zero on punishment. Given how salient punishment is in group chat—where others describe themselves as “police,” talk about “delivering justice,” and coordinate mass hits—this consistent non-use suggests a deliberate or strong disposition, not mere inattention. They see the same events (and even report who has been punished) but never join in. Their non-punishment cannot be explained by self-protection against retaliation, since punishers are anonymous. Nor is it driven by self-interest in all cases: some coordinated punishments would have increased their relative payoff versus the target. Ignoring both deterrence and expressive “justice” suggests either (a) a strong preference against burning coins even for norm-enforcement, or (b) a belief that the punishment mechanism is inefficient, noisy, or not worth engaging with, especially once they suspect non-human or “researcher” roles in the game. They also do not punish the parrot after being personally targeted, nor do they retaliate against any human co-players. This implies low propensity for revenge; they mostly absorb harm passively and continue cooperating. So their punishment “type” is: principled non-punisher / abstainer. They tolerate others’ heavy punishment use but choose not to participate, even when it would be emotionally or strategically natural.",-1.0200537,1.0101154,2,Punishment / Non / Punishing,"This cluster groups personas with related strategy patterns around punishment, non, punishing, use, low.",115
