question_ref,question_id,block_name,question_type,family,csv_columns_json,n_csv_columns,profile_section,profile_subsection,retention_mode,derived_targets,readable_card_priority,question_text_short,notes
Outcome bias - success::QID161,QID161,Outcome bias - success,MC,other,"[""QID161""]",1,observed_in_twin,heuristics_and_biases,raw_plus_block_summary,decision_style;derived_dimensions.decision_style;derived_dimensions.consumer_style,medium,"A 55-year-old man had a heart condition. He had to stop working because of chest pain. He enjoyed his work and did not want to stop. His pain also interfered with other things, suc",Scenario-based heuristics/biases evidence. Use for decision-style summaries and a few diagnostic examples.
Personality::QID125,QID125,Personality,Matrix,personality,"[""QID125_1"", ""QID125_2"", ""QID125_3"", ""QID125_4"", ""QID125_5"", ""QID125_6"", ""QID125_7"", ""QID125_8"", ""QID125_9"", ""QID125_10"", ""QID125_11"", ""QID125_12"", ""QID125_13"", ""QID125_14"", ""QID125_15"", ""QID125_16"", ""QID125_17"", ""QID125_18"", ""QID125_19"", ""QID125_20"", ""QID125_21""]",21,observed_in_twin,personality_and_self_report,raw_plus_block_summary,behavioral_signature;social_style;decision_style;derived_dimensions.social_preferences;derived_dimensions.self_regulation_and_affect;pgg_relevant_cues,high,How much have you been bothered by each of the following symptoms over the past week?,Core social/personality evidence. Large matrices should be summarized into subscales plus diagnostic items.
Personality::QID126,QID126,Personality,MC,personality,"[""QID126_1"", ""QID126_2"", ""QID126_3"", ""QID126_4""]",4,observed_in_twin,personality_and_self_report,raw_plus_block_summary,behavioral_signature;social_style;decision_style;derived_dimensions.social_preferences;derived_dimensions.self_regulation_and_affect;pgg_relevant_cues,high,,Core social/personality evidence. Large matrices should be summarized into subscales plus diagnostic items.
Personality::QID127,QID127,Personality,DB,personality,[],0,exclude,scaffolding,drop,,exclude,"This page contains groups of statements. After reading each group of statements carefully, choose the one statement which best describes the way you have been feeling in the past w","Instruction, section-intro, or transition page with no participant response."
Personality::QID128,QID128,Personality,MC,personality,"[""QID128_1"", ""QID128_2"", ""QID128_3"", ""QID128_4""]",4,observed_in_twin,personality_and_self_report,raw_plus_block_summary,behavioral_signature;social_style;decision_style;derived_dimensions.social_preferences;derived_dimensions.self_regulation_and_affect;pgg_relevant_cues,high,,Core social/personality evidence. Large matrices should be summarized into subscales plus diagnostic items.
Personality::QID129,QID129,Personality,MC,personality,"[""QID129_1"", ""QID129_2"", ""QID129_3"", ""QID129_4""]",4,observed_in_twin,personality_and_self_report,raw_plus_block_summary,behavioral_signature;social_style;decision_style;derived_dimensions.social_preferences;derived_dimensions.self_regulation_and_affect;pgg_relevant_cues,high,,Core social/personality evidence. Large matrices should be summarized into subscales plus diagnostic items.
Personality::QID130,QID130,Personality,MC,personality,"[""QID130_1"", ""QID130_2"", ""QID130_3"", ""QID130_4""]",4,observed_in_twin,personality_and_self_report,raw_plus_block_summary,behavioral_signature;social_style;decision_style;derived_dimensions.social_preferences;derived_dimensions.self_regulation_and_affect;pgg_relevant_cues,high,,Core social/personality evidence. Large matrices should be summarized into subscales plus diagnostic items.
Personality::QID131,QID131,Personality,MC,personality,"[""QID131_1"", ""QID131_2"", ""QID131_3"", ""QID131_4""]",4,observed_in_twin,personality_and_self_report,raw_plus_block_summary,behavioral_signature;social_style;decision_style;derived_dimensions.social_preferences;derived_dimensions.self_regulation_and_affect;pgg_relevant_cues,high,,Core social/personality evidence. Large matrices should be summarized into subscales plus diagnostic items.
Personality::QID132,QID132,Personality,MC,personality,"[""QID132_1"", ""QID132_2"", ""QID132_3"", ""QID132_4""]",4,observed_in_twin,personality_and_self_report,raw_plus_block_summary,behavioral_signature;social_style;decision_style;derived_dimensions.social_preferences;derived_dimensions.self_regulation_and_affect;pgg_relevant_cues,high,,Core social/personality evidence. Large matrices should be summarized into subscales plus diagnostic items.
Personality::QID133,QID133,Personality,MC,personality,"[""QID133_1"", ""QID133_2"", ""QID133_3"", ""QID133_4""]",4,observed_in_twin,personality_and_self_report,raw_plus_block_summary,behavioral_signature;social_style;decision_style;derived_dimensions.social_preferences;derived_dimensions.self_regulation_and_affect;pgg_relevant_cues,high,,Core social/personality evidence. Large matrices should be summarized into subscales plus diagnostic items.
Personality::QID134,QID134,Personality,MC,personality,"[""QID134_1"", ""QID134_2"", ""QID134_3"", ""QID134_4""]",4,observed_in_twin,personality_and_self_report,raw_plus_block_summary,behavioral_signature;social_style;decision_style;derived_dimensions.social_preferences;derived_dimensions.self_regulation_and_affect;pgg_relevant_cues,high,,Core social/personality evidence. Large matrices should be summarized into subscales plus diagnostic items.
Personality::QID136,QID136,Personality,MC,personality,"[""QID136_1"", ""QID136_2"", ""QID136_3"", ""QID136_4""]",4,observed_in_twin,personality_and_self_report,raw_plus_block_summary,behavioral_signature;social_style;decision_style;derived_dimensions.social_preferences;derived_dimensions.self_regulation_and_affect;pgg_relevant_cues,high,,Core social/personality evidence. Large matrices should be summarized into subscales plus diagnostic items.
Personality::QID137,QID137,Personality,MC,personality,"[""QID137_1"", ""QID137_2"", ""QID137_3"", ""QID137_4""]",4,observed_in_twin,personality_and_self_report,raw_plus_block_summary,behavioral_signature;social_style;decision_style;derived_dimensions.social_preferences;derived_dimensions.self_regulation_and_affect;pgg_relevant_cues,high,,Core social/personality evidence. Large matrices should be summarized into subscales plus diagnostic items.
Personality::QID138,QID138,Personality,MC,personality,"[""QID138_1"", ""QID138_2"", ""QID138_3"", ""QID138_4""]",4,observed_in_twin,personality_and_self_report,raw_plus_block_summary,behavioral_signature;social_style;decision_style;derived_dimensions.social_preferences;derived_dimensions.self_regulation_and_affect;pgg_relevant_cues,high,,Core social/personality evidence. Large matrices should be summarized into subscales plus diagnostic items.
Personality::QID139,QID139,Personality,MC,personality,"[""QID139_1"", ""QID139_2"", ""QID139_3"", ""QID139_4""]",4,observed_in_twin,personality_and_self_report,raw_plus_block_summary,behavioral_signature;social_style;decision_style;derived_dimensions.social_preferences;derived_dimensions.self_regulation_and_affect;pgg_relevant_cues,high,,Core social/personality evidence. Large matrices should be summarized into subscales plus diagnostic items.
Personality::QID140,QID140,Personality,MC,personality,"[""QID140_1"", ""QID140_2"", ""QID140_3"", ""QID140_4""]",4,observed_in_twin,personality_and_self_report,raw_plus_block_summary,behavioral_signature;social_style;decision_style;derived_dimensions.social_preferences;derived_dimensions.self_regulation_and_affect;pgg_relevant_cues,high,,Core social/personality evidence. Large matrices should be summarized into subscales plus diagnostic items.
Personality::QID141,QID141,Personality,MC,personality,"[""QID141_1"", ""QID141_2"", ""QID141_3"", ""QID141_4""]",4,observed_in_twin,personality_and_self_report,raw_plus_block_summary,behavioral_signature;social_style;decision_style;derived_dimensions.social_preferences;derived_dimensions.self_regulation_and_affect;pgg_relevant_cues,high,,Core social/personality evidence. Large matrices should be summarized into subscales plus diagnostic items.
Personality::QID142,QID142,Personality,MC,personality,"[""QID142_1"", ""QID142_2"", ""QID142_3"", ""QID142_4""]",4,observed_in_twin,personality_and_self_report,raw_plus_block_summary,behavioral_signature;social_style;decision_style;derived_dimensions.social_preferences;derived_dimensions.self_regulation_and_affect;pgg_relevant_cues,high,,Core social/personality evidence. Large matrices should be summarized into subscales plus diagnostic items.
Personality::QID143,QID143,Personality,MC,personality,"[""QID143_1"", ""QID143_2"", ""QID143_3"", ""QID143_4""]",4,observed_in_twin,personality_and_self_report,raw_plus_block_summary,behavioral_signature;social_style;decision_style;derived_dimensions.social_preferences;derived_dimensions.self_regulation_and_affect;pgg_relevant_cues,high,,Core social/personality evidence. Large matrices should be summarized into subscales plus diagnostic items.
Personality::QID144,QID144,Personality,MC,personality,"[""QID144_1"", ""QID144_2"", ""QID144_3"", ""QID144_4""]",4,observed_in_twin,personality_and_self_report,raw_plus_block_summary,behavioral_signature;social_style;decision_style;derived_dimensions.social_preferences;derived_dimensions.self_regulation_and_affect;pgg_relevant_cues,high,,Core social/personality evidence. Large matrices should be summarized into subscales plus diagnostic items.
Personality::QID145,QID145,Personality,MC,personality,"[""QID145_1"", ""QID145_2"", ""QID145_3"", ""QID145_4""]",4,observed_in_twin,personality_and_self_report,raw_plus_block_summary,behavioral_signature;social_style;decision_style;derived_dimensions.social_preferences;derived_dimensions.self_regulation_and_affect;pgg_relevant_cues,high,,Core social/personality evidence. Large matrices should be summarized into subscales plus diagnostic items.
Personality::QID146,QID146,Personality,MC,personality,"[""QID146_1"", ""QID146_2"", ""QID146_3"", ""QID146_4""]",4,observed_in_twin,personality_and_self_report,raw_plus_block_summary,behavioral_signature;social_style;decision_style;derived_dimensions.social_preferences;derived_dimensions.self_regulation_and_affect;pgg_relevant_cues,high,,Core social/personality evidence. Large matrices should be summarized into subscales plus diagnostic items.
Personality::QID147,QID147,Personality,MC,personality,"[""QID147_1"", ""QID147_2"", ""QID147_3"", ""QID147_4""]",4,observed_in_twin,personality_and_self_report,raw_plus_block_summary,behavioral_signature;social_style;decision_style;derived_dimensions.social_preferences;derived_dimensions.self_regulation_and_affect;pgg_relevant_cues,high,,Core social/personality evidence. Large matrices should be summarized into subscales plus diagnostic items.
Personality::QID148,QID148,Personality,MC,personality,"[""QID148""]",1,observed_in_twin,personality_and_self_report,raw_plus_block_summary,behavioral_signature;social_style;decision_style;derived_dimensions.social_preferences;derived_dimensions.self_regulation_and_affect;pgg_relevant_cues,high,I am purposely trying to lose weight by eating less,Core social/personality evidence. Large matrices should be summarized into subscales plus diagnostic items.
Personality::QID232,QID232,Personality,Matrix,personality,"[""QID232_1"", ""QID232_2"", ""QID232_3"", ""QID232_4"", ""QID232_5"", ""QID232_6"", ""QID232_7"", ""QID232_8"", ""QID232_9"", ""QID232_10"", ""QID232_11"", ""QID232_12"", ""QID232_13"", ""QID232_14"", ""QID232_15"", ""QID232_16"", ""QID232_17"", ""QID232_18"", ""QID232_19"", ""QID232_20""]",20,observed_in_twin,personality_and_self_report,raw_plus_block_summary,behavioral_signature;social_style;decision_style;derived_dimensions.social_preferences;derived_dimensions.self_regulation_and_affect;pgg_relevant_cues,high,Please indicate your agreement with each of the following statements about yourself.,Core social/personality evidence. Large matrices should be summarized into subscales plus diagnostic items.
Personality::QID233,QID233,Personality,Matrix,personality,"[""QID233_1"", ""QID233_2"", ""QID233_3"", ""QID233_4"", ""QID233_5"", ""QID233_6"", ""QID233_7"", ""QID233_8"", ""QID233_9"", ""QID233_10"", ""QID233_11"", ""QID233_12"", ""QID233_13"", ""QID233_14"", ""QID233_15"", ""QID233_16""]",16,observed_in_twin,personality_and_self_report,raw_plus_block_summary,behavioral_signature;social_style;decision_style;derived_dimensions.social_preferences;derived_dimensions.self_regulation_and_affect;pgg_relevant_cues,high,Following are a number of characteristics that may or may not apply to you. Please indicate next to each statement the extent to which you agree or disagree with that statement.,Core social/personality evidence. Large matrices should be summarized into subscales plus diagnostic items.
Personality::QID234,QID234,Personality,Matrix,personality,"[""QID234_1"", ""QID234_2"", ""QID234_3"", ""QID234_4"", ""QID234_5"", ""QID234_6"", ""QID234_7"", ""QID234_12"", ""QID234_8"", ""QID234_9"", ""QID234_10"", ""QID234_11""]",12,observed_in_twin,personality_and_self_report,raw_plus_block_summary,behavioral_signature;social_style;decision_style;derived_dimensions.social_preferences;derived_dimensions.self_regulation_and_affect;pgg_relevant_cues,high,Here are a number of characteristics that may or may not apply to you. Please indicate next to each statement the extent to which you agree or disagree with that statement.,Core social/personality evidence. Large matrices should be summarized into subscales plus diagnostic items.
Personality::QID235,QID235,Personality,Matrix,personality,"[""QID235_1"", ""QID235_2"", ""QID235_3"", ""QID235_4"", ""QID235_5"", ""QID235_6""]",6,observed_in_twin,personality_and_self_report,raw_plus_block_summary,behavioral_signature;social_style;decision_style;derived_dimensions.social_preferences;derived_dimensions.self_regulation_and_affect;pgg_relevant_cues,high,Here are a number of characteristics that may or may not apply to you. Please indicate next to each statement the extent to which you agree or disagree with that statement.,Core social/personality evidence. Large matrices should be summarized into subscales plus diagnostic items.
Personality::QID236,QID236,Personality,Matrix,personality,"[""QID236_1"", ""QID236_2"", ""QID236_3"", ""QID236_4"", ""QID236_5"", ""QID236_6"", ""QID236_7"", ""QID236_8"", ""QID236_9"", ""QID236_10"", ""QID236_11"", ""QID236_12"", ""QID236_13""]",13,observed_in_twin,personality_and_self_report,raw_plus_block_summary,behavioral_signature;social_style;decision_style;derived_dimensions.social_preferences;derived_dimensions.self_regulation_and_affect;pgg_relevant_cues,high,Here are a number of characteristics that may or may not apply to you. Please indicate next to each statement the extent to which that statement is true or false.,Core social/personality evidence. Large matrices should be summarized into subscales plus diagnostic items.
Personality::QID237,QID237,Personality,Matrix,personality,"[""QID237_1"", ""QID237_2"", ""QID237_3"", ""QID237_4"", ""QID237_5"", ""QID237_6"", ""QID237_7"", ""QID237_8"", ""QID237_9"", ""QID237_10"", ""QID237_11"", ""QID237_12""]",12,observed_in_twin,personality_and_self_report,raw_plus_block_summary,behavioral_signature;social_style;decision_style;derived_dimensions.social_preferences;derived_dimensions.self_regulation_and_affect;pgg_relevant_cues,high,Please indicate your agreement with each of the following statements about yourself.,Core social/personality evidence. Large matrices should be summarized into subscales plus diagnostic items.
Personality::QID238,QID238,Personality,Matrix,personality,"[""QID238_1"", ""QID238_2"", ""QID238_3"", ""QID238_4"", ""QID238_5"", ""QID238_6"", ""QID238_7"", ""QID238_8"", ""QID238_9"", ""QID238_10"", ""QID238_11"", ""QID238_12"", ""QID238_21"", ""QID238_22"", ""QID238_23""]",15,observed_in_twin,personality_and_self_report,raw_plus_block_summary,behavioral_signature;social_style;decision_style;derived_dimensions.social_preferences;derived_dimensions.self_regulation_and_affect;pgg_relevant_cues,high,Please indicate your agreement with each of the following statements about yourself.,Core social/personality evidence. Large matrices should be summarized into subscales plus diagnostic items.
Personality::QID239,QID239,Personality,Matrix,personality,"[""QID239_1"", ""QID239_2"", ""QID239_3"", ""QID239_4"", ""QID239_5"", ""QID239_6""]",6,observed_in_twin,personality_and_self_report,raw_plus_block_summary,behavioral_signature;social_style;decision_style;derived_dimensions.social_preferences;derived_dimensions.self_regulation_and_affect;pgg_relevant_cues,high,Please indicate your agreement with each of the following statements about yourself.,Core social/personality evidence. Large matrices should be summarized into subscales plus diagnostic items.
Personality::QID240,QID240,Personality,DB,personality,[],0,exclude,scaffolding,drop,,exclude,"After reading each group of statements carefully, choose the one statement which best describes the way you have been feeling in the past week, including today . If several stateme","Instruction, section-intro, or transition page with no participant response."
Personality::QID25,QID25,Personality,Matrix,personality,"[""QID25_1"", ""QID25_2"", ""QID25_3"", ""QID25_4"", ""QID25_5"", ""QID25_6"", ""QID25_7"", ""QID25_8"", ""QID25_9"", ""QID25_10"", ""QID25_11"", ""QID25_12"", ""QID25_13"", ""QID25_14"", ""QID25_15"", ""QID25_16"", ""QID25_17"", ""QID25_18"", ""QID25_19"", ""QID25_20"", ""QID25_21"", ""QID25_22"", ""QID25_23"", ""QID25_24"", ""QID25_25"", ""QID25_26"", ""QID25_27"", ""QID25_28"", ""QID25_29"", ""QID25_30"", ""QID25_31"", ""QID25_32"", ""QID25_33"", ""QID25_34"", ""QID25_35"", ""QID25_36"", ""QID25_37"", ""QID25_38"", ""QID25_39"", ""QID25_40"", ""QID25_41"", ""QID25_42"", ""QID25_43"", ""QID25_44""]",44,observed_in_twin,personality_and_self_report,raw_plus_block_summary,behavioral_signature;social_style;decision_style;derived_dimensions.social_preferences;derived_dimensions.self_regulation_and_affect;pgg_relevant_cues,high,Here are a number of characteristics that may or may not apply to you. Please indicate next to each statement the extent to which you agree or disagree with that statement. I see m,Core social/personality evidence. Large matrices should be summarized into subscales plus diagnostic items.
Personality::QID26,QID26,Personality,Matrix,personality,"[""QID26_1"", ""QID26_2"", ""QID26_3"", ""QID26_4"", ""QID26_5"", ""QID26_6"", ""QID26_7"", ""QID26_8"", ""QID26_9"", ""QID26_10"", ""QID26_11"", ""QID26_12"", ""QID26_13"", ""QID26_14"", ""QID26_15"", ""QID26_16"", ""QID26_17"", ""QID26_18""]",18,observed_in_twin,personality_and_self_report,raw_plus_block_summary,behavioral_signature;social_style;decision_style;derived_dimensions.social_preferences;derived_dimensions.self_regulation_and_affect;pgg_relevant_cues,high,Here are a number of characteristics that may or may not apply to you. Please indicate next to each statement the extent to which you agree or disagree with that statement.,Core social/personality evidence. Large matrices should be summarized into subscales plus diagnostic items.
Personality::QID260,QID260,Personality,DB,personality,[],0,exclude,scaffolding,drop,,exclude,"In this section we will ask you a few questions about your personality. In order to help you pace yourself, the ""next"" button will appear only after a few seconds in each question.","Instruction, section-intro, or transition page with no participant response."
Personality::QID262,QID262,Personality,DB,personality,[],0,exclude,scaffolding,drop,,exclude,This completes this section. You will now move on to the next section.,"Instruction, section-intro, or transition page with no participant response."
Personality::QID268,QID268,Personality,TE,personality,"[""QID268_TEXT""]",1,observed_in_twin,open_text_responses,raw_text_plus_summary,behavioral_signature;social_style;decision_style;derived_dimensions.self_regulation_and_affect,high,In this task we would like you to write about the type of person you aspire to be vs. the person you ought to be vs. the person you actually are. 1. Please describe the type of per,Open self-description text. Preserve raw excerpts and summarize cautiously.
Personality::QID269,QID269,Personality,TE,personality,"[""QID269_TEXT""]",1,observed_in_twin,open_text_responses,raw_text_plus_summary,behavioral_signature;social_style;decision_style;derived_dimensions.self_regulation_and_affect,high,"2. Please describe the type of person you ought to be . That is, write about the traits and behaviors attributes that you should or ought to possess, based on your responsibilities",Open self-description text. Preserve raw excerpts and summarize cautiously.
Personality::QID27,QID27,Personality,Matrix,personality,"[""QID27_1"", ""QID27_2"", ""QID27_3"", ""QID27_4"", ""QID27_5"", ""QID27_6"", ""QID27_7"", ""QID27_8"", ""QID27_9"", ""QID27_10"", ""QID27_11"", ""QID27_12"", ""QID27_13""]",13,observed_in_twin,personality_and_self_report,raw_plus_block_summary,behavioral_signature;social_style;decision_style;derived_dimensions.social_preferences;derived_dimensions.self_regulation_and_affect;pgg_relevant_cues,high,Listed below are a number of statements concerning personal attributes and traits. Read each item and decide whether the statement is true or false as it pertains to your personall,Core social/personality evidence. Large matrices should be summarized into subscales plus diagnostic items.
Personality::QID270,QID270,Personality,TE,personality,"[""QID270_TEXT""]",1,observed_in_twin,open_text_responses,raw_text_plus_summary,behavioral_signature;social_style;decision_style;derived_dimensions.self_regulation_and_affect,high,"3. Please describe the type of person you actually are . That is, write about the traits and behaviors you actually possess. Please write at least 3 sentences.",Open self-description text. Preserve raw excerpts and summarize cautiously.
Personality::QID28,QID28,Personality,Matrix,personality,"[""QID28_1"", ""QID28_2"", ""QID28_3"", ""QID28_4"", ""QID28_5"", ""QID28_6"", ""QID28_7"", ""QID28_8"", ""QID28_9"", ""QID28_10""]",10,observed_in_twin,personality_and_self_report,raw_plus_block_summary,behavioral_signature;social_style;decision_style;derived_dimensions.social_preferences;derived_dimensions.self_regulation_and_affect;pgg_relevant_cues,high,Here are a number of characteristics that may or may not apply to you. Please indicate next to each statement the extent to which it is true or untrue.,Core social/personality evidence. Large matrices should be summarized into subscales plus diagnostic items.
Personality::QID285,QID285,Personality,DB,personality,[],0,exclude,scaffolding,drop,,exclude,"In this section we will ask you a few questions about your personality. In order to help you pace yourself, the ""next"" button will appear only after a few seconds in each question.","Instruction, section-intro, or transition page with no participant response."
Personality::QID29,QID29,Personality,Matrix,personality,"[""QID29_1"", ""QID29_2"", ""QID29_3"", ""QID29_4"", ""QID29_5"", ""QID29_6"", ""QID29_7"", ""QID29_8"", ""QID29_9"", ""QID29_10"", ""QID29_11"", ""QID29_12"", ""QID29_13"", ""QID29_14"", ""QID29_15"", ""QID29_16"", ""QID29_17"", ""QID29_18"", ""QID29_19"", ""QID29_20"", ""QID29_21"", ""QID29_22"", ""QID29_23"", ""QID29_24""]",24,observed_in_twin,personality_and_self_report,raw_plus_block_summary,behavioral_signature;social_style;decision_style;derived_dimensions.social_preferences;derived_dimensions.self_regulation_and_affect;pgg_relevant_cues,high,Below are 24 different values that people rate of different importance in their lives. FIRST READ THROUGH THE LIST to familiarize yourself with all the values. While reading over t,Core social/personality evidence. Large matrices should be summarized into subscales plus diagnostic items.
Personality::QID30,QID30,Personality,Matrix,personality,"[""QID30_1"", ""QID30_2"", ""QID30_3"", ""QID30_4"", ""QID30_5"", ""QID30_6"", ""QID30_7"", ""QID30_8""]",8,observed_in_twin,personality_and_self_report,raw_plus_block_summary,behavioral_signature;social_style;decision_style;derived_dimensions.social_preferences;derived_dimensions.self_regulation_and_affect;pgg_relevant_cues,high,Following are a number of characteristics that may or may not apply to you. Please indicate next to each statement the extent to which that statement accurately or inaccurately des,Core social/personality evidence. Large matrices should be summarized into subscales plus diagnostic items.
Personality::QID31,QID31,Personality,MC,personality,"[""QID31""]",1,observed_in_twin,personality_and_self_report,raw_plus_block_summary,behavioral_signature;social_style;decision_style;derived_dimensions.social_preferences;derived_dimensions.self_regulation_and_affect;pgg_relevant_cues,high,Which of the following best describes your spending habits?,Core social/personality evidence. Large matrices should be summarized into subscales plus diagnostic items.
Personality::QID32,QID32,Personality,MC,personality,"[""QID32""]",1,observed_in_twin,personality_and_self_report,raw_plus_block_summary,behavioral_signature;social_style;decision_style;derived_dimensions.social_preferences;derived_dimensions.self_regulation_and_affect;pgg_relevant_cues,high,"Some people have trouble limiting their spending: they often spend money - for example on clothes, meals, vacations - when they would do better not to. How well does the first desc",Core social/personality evidence. Large matrices should be summarized into subscales plus diagnostic items.
Personality::QID33,QID33,Personality,MC,personality,"[""QID33""]",1,observed_in_twin,personality_and_self_report,raw_plus_block_summary,behavioral_signature;social_style;decision_style;derived_dimensions.social_preferences;derived_dimensions.self_regulation_and_affect;pgg_relevant_cues,high,"Other people have trouble spending money. Perhaps because spending money makes them anxious, they often don't spend money on things they should spend it on. How well does the secon",Core social/personality evidence. Large matrices should be summarized into subscales plus diagnostic items.
Personality::QID34,QID34,Personality,MC,personality,"[""QID34""]",1,observed_in_twin,personality_and_self_report,raw_plus_block_summary,behavioral_signature;social_style;decision_style;derived_dimensions.social_preferences;derived_dimensions.self_regulation_and_affect;pgg_relevant_cues,high,"Following is a scenario describing the behavior of two shoppers. After reading about each shopper, please answer the question that follows. Mr. A is accompanying a good friend who ",Core social/personality evidence. Large matrices should be summarized into subscales plus diagnostic items.
Personality::QID35,QID35,Personality,Matrix,personality,"[""QID35_1"", ""QID35_2"", ""QID35_3"", ""QID35_4"", ""QID35_5"", ""QID35_6"", ""QID35_7"", ""QID35_8"", ""QID35_9"", ""QID35_10"", ""QID35_11"", ""QID35_12""]",12,observed_in_twin,personality_and_self_report,raw_plus_block_summary,behavioral_signature;social_style;decision_style;derived_dimensions.social_preferences;derived_dimensions.self_regulation_and_affect;pgg_relevant_cues,high,Please indicate your agreement with each of the following statements about yourself.,Core social/personality evidence. Large matrices should be summarized into subscales plus diagnostic items.
Probability matching vs. maximizing - Problem 1::QID198,QID198,Probability matching vs. maximizing - Problem 1,Matrix,other,"[""QID198_1"", ""QID198_2"", ""QID198_3"", ""QID198_4"", ""QID198_5"", ""QID198_6"", ""QID198_7"", ""QID198_8"", ""QID198_9"", ""QID198_10""]",10,observed_in_twin,heuristics_and_biases,raw_plus_block_summary,decision_style;derived_dimensions.decision_style;derived_dimensions.consumer_style,medium,Consider the following hypothetical situation: A deck with 10 cards is randomly shuffled 10 separate times. The 10 cards are composed of 7 cards with the number “1” on the down sid,Scenario-based heuristics/biases evidence. Use for decision-style summaries and a few diagnostic examples.
Probability matching vs. maximizing - Problem 2::QID203,QID203,Probability matching vs. maximizing - Problem 2,Matrix,other,"[""QID203_1"", ""QID203_2"", ""QID203_3"", ""QID203_4"", ""QID203_5"", ""QID203_6""]",6,observed_in_twin,heuristics_and_biases,raw_plus_block_summary,decision_style;derived_dimensions.decision_style;derived_dimensions.consumer_style,medium,Consider the following situation: A die with 4 red faces and 2 green faces will be rolled 6 times. Before each roll you will be asked to predict which color (red or green) will sho,Scenario-based heuristics/biases evidence. Use for decision-style summaries and a few diagnostic examples.
Product Preferences - Pricing::QID8,QID8,Product Preferences - Pricing,DB,pricing,[],0,exclude,scaffolding,drop,,exclude,"You will now be asked a series of 40 questions. In each question, you will given information about a product that you may or may not decide to purchase in a store. There is no righ","Instruction, section-intro, or transition page with no participant response."
Product Preferences - Pricing::QID9_1,QID9_1,Product Preferences - Pricing,MC,pricing,"[""QID9_1""]",1,observed_in_twin,pricing_and_consumer_choice,score_then_summarize,decision_style;derived_dimensions.consumer_style,medium,"Please consider the following product category: Dairy Products. Suppose you are in a grocery store, and you see the following product in that category: Land O Lakes Salted Stick Bu","Large repetitive product-choice block. Summarize into price sensitivity, search willingness, and reference dependence."
Product Preferences - Pricing::QID9_10,QID9_10,Product Preferences - Pricing,MC,pricing,"[""QID9_10""]",1,observed_in_twin,pricing_and_consumer_choice,score_then_summarize,decision_style;derived_dimensions.consumer_style,medium,"Please consider the following product category: Lunchmeat - Sliced - Refrigerated. Suppose you are in a grocery store, and you see the following product in that category: Oscar May","Large repetitive product-choice block. Summarize into price sensitivity, search willingness, and reference dependence."
Product Preferences - Pricing::QID9_11,QID9_11,Product Preferences - Pricing,MC,pricing,"[""QID9_11""]",1,observed_in_twin,pricing_and_consumer_choice,score_then_summarize,decision_style;derived_dimensions.consumer_style,medium,"Please consider the following product category: Refrigerated Entrees. Suppose you are in a grocery store, and you see the following product in that category: John Soules Foods Chic","Large repetitive product-choice block. Summarize into price sensitivity, search willingness, and reference dependence."
Product Preferences - Pricing::QID9_12,QID9_12,Product Preferences - Pricing,MC,pricing,"[""QID9_12""]",1,observed_in_twin,pricing_and_consumer_choice,score_then_summarize,decision_style;derived_dimensions.consumer_style,medium,"Please consider the following product category: Beer. Suppose you are in a grocery store, and you see the following product in that category: Stella Artois Lager, 12 Pack, 11.2 fl ","Large repetitive product-choice block. Summarize into price sensitivity, search willingness, and reference dependence."
Product Preferences - Pricing::QID9_13,QID9_13,Product Preferences - Pricing,MC,pricing,"[""QID9_13""]",1,observed_in_twin,pricing_and_consumer_choice,score_then_summarize,decision_style;derived_dimensions.consumer_style,medium,"Please consider the following product category: Cereal - Ready to Eat. Suppose you are in a grocery store, and you see the following product in that category: Cinnamon Toast Crunch","Large repetitive product-choice block. Summarize into price sensitivity, search willingness, and reference dependence."
Product Preferences - Pricing::QID9_14,QID9_14,Product Preferences - Pricing,MC,pricing,"[""QID9_14""]",1,observed_in_twin,pricing_and_consumer_choice,score_then_summarize,decision_style;derived_dimensions.consumer_style,medium,"Please consider the following product category: Cleaning Supplies. Suppose you are in a grocery store, and you see the following product in that category: ARM & HAMMER Pure Baking ","Large repetitive product-choice block. Summarize into price sensitivity, search willingness, and reference dependence."
Product Preferences - Pricing::QID9_15,QID9_15,Product Preferences - Pricing,MC,pricing,"[""QID9_15""]",1,observed_in_twin,pricing_and_consumer_choice,score_then_summarize,decision_style;derived_dimensions.consumer_style,medium,"Please consider the following product category: Frozen Novelties. Suppose you are in a grocery store, and you see the following product in that category: Pop-Ice Assorted Fruit Fre","Large repetitive product-choice block. Summarize into price sensitivity, search willingness, and reference dependence."
Product Preferences - Pricing::QID9_16,QID9_16,Product Preferences - Pricing,MC,pricing,"[""QID9_16""]",1,observed_in_twin,pricing_and_consumer_choice,score_then_summarize,decision_style;derived_dimensions.consumer_style,medium,"Please consider the following product category: Soft Drinks - Carbonated. Suppose you are in a grocery store, and you see the following product in that category: Coca-Cola Soda Pop","Large repetitive product-choice block. Summarize into price sensitivity, search willingness, and reference dependence."
Product Preferences - Pricing::QID9_17,QID9_17,Product Preferences - Pricing,MC,pricing,"[""QID9_17""]",1,observed_in_twin,pricing_and_consumer_choice,score_then_summarize,decision_style;derived_dimensions.consumer_style,medium,"Please consider the following product category: Toilet Tissue. Suppose you are in a grocery store, and you see the following product in that category: Angel Soft Toilet Paper, 9 Me","Large repetitive product-choice block. Summarize into price sensitivity, search willingness, and reference dependence."
